id_gene,id_string,up,down,gene,biotype,description
ENSG00000096717,9606.ENSP00000212015,False,True,SIRT1,protein_coding,sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]
ENSG00000096746,9606.ENSP00000265866,True,True,HNRNPH3,protein_coding,heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]
ENSG00000096872,9606.ENSP00000404122,True,True,IFT74,protein_coding,intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424]
ENSG00000097046,9606.ENSP00000393139,False,True,CDC7,protein_coding,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
ENSG00000099326,9606.ENSP00000215057,True,True,MZF1,protein_coding,myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]
ENSG00000099337,9606.ENSP00000263372,False,True,KCNK6,protein_coding,potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]
ENSG00000099338,9606.ENSP00000386962,True,False,CATSPERG,protein_coding,cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]
ENSG00000099365,9606.ENSP00000215095,False,True,STX1B,protein_coding,syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]
ENSG00000099381,9606.ENSP00000262519,False,True,SETD1A,protein_coding,"SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]"
ENSG00000099783,9606.ENSP00000325376,False,True,HNRNPM,protein_coding,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099817,9606.ENSP00000478303,True,False,POLR2E,protein_coding,RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]
ENSG00000099949,9606.ENSP00000215739,False,True,LZTR1,protein_coding,leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]
ENSG00000099968,9606.ENSP00000480836,False,True,BCL2L13,protein_coding,BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]
ENSG00000099992,9606.ENSP00000384996,False,True,TBC1D10A,protein_coding,TBC1 domain family member 10A [Source:HGNC Symbol;Acc:HGNC:23609]
ENSG00000099994,9606.ENSP00000351075,False,True,SUSD2,protein_coding,sushi domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30667]
ENSG00000100003,9606.ENSP00000478755,True,True,SEC14L2,protein_coding,SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]
ENSG00000100023,9606.ENSP00000334553,False,True,PPIL2,protein_coding,peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]
ENSG00000100027,9606.ENSP00000342832,True,False,YPEL1,protein_coding,yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
ENSG00000100100,9606.ENSP00000215912,False,True,PIK3IP1,protein_coding,phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]
ENSG00000100106,9606.ENSP00000384312,False,True,TRIOBP,protein_coding,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
ENSG00000100121,9606.ENSP00000419751,True,False,GGTLC2,protein_coding,gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:HGNC:18596]
ENSG00000100124,9606.ENSP00000215941,False,True,ANKRD54,protein_coding,ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25185]
ENSG00000100146,9606.ENSP00000380093,False,True,SOX10,protein_coding,SRY-box 10 [Source:HGNC Symbol;Acc:HGNC:11190]
ENSG00000100147,9606.ENSP00000255784,True,True,CCDC134,protein_coding,coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
ENSG00000100154,9606.ENSP00000381003,False,True,TTC28,protein_coding,tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
ENSG00000100162,9606.ENSP00000215980,False,True,CENPM,protein_coding,centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]
ENSG00000100196,9606.ENSP00000386918,False,True,KDELR3,protein_coding,KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]
ENSG00000100201,9606.ENSP00000380033,False,True,DDX17,protein_coding,DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]
ENSG00000100221,9606.ENSP00000216039,False,True,JOSD1,protein_coding,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]
ENSG00000100226,9606.ENSP00000216044,True,False,GTPBP1,protein_coding,GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]
ENSG00000100242,9606.ENSP00000385616,False,True,SUN2,protein_coding,Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]
ENSG00000100263,9606.ENSP00000216085,True,False,RHBDD3,protein_coding,rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308]
ENSG00000100297,9606.ENSP00000216122,False,True,MCM5,protein_coding,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]
ENSG00000100321,9606.ENSP00000332287,True,True,SYNGR1,protein_coding,synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]
ENSG00000100324,9606.ENSP00000216160,True,False,TAB1,protein_coding,TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]
ENSG00000100330,9606.ENSP00000384651,False,True,MTMR3,protein_coding,myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]
ENSG00000100351,9606.ENSP00000339186,True,False,GRAP2,protein_coding,GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563]
ENSG00000100354,9606.ENSP00000401946,False,True,TNRC6B,protein_coding,trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]
ENSG00000100360,9606.ENSP00000393541,True,False,IFT27,protein_coding,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626]
ENSG00000100364,9606.ENSP00000251993,True,False,KIAA0930,protein_coding,KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]
ENSG00000100379,9606.ENSP00000385096,True,False,KCTD17,protein_coding,potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705]
ENSG00000100387,9606.ENSP00000216225,False,True,RBX1,protein_coding,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]
ENSG00000100417,9606.ENSP00000216259,True,False,PMM1,protein_coding,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]
ENSG00000100425,9606.ENSP00000216267,False,True,BRD1,protein_coding,bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]
ENSG00000100433,9606.ENSP00000312811,True,True,KCNK10,protein_coding,potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]
ENSG00000100478,9606.ENSP00000216366,False,True,AP4S1,protein_coding,adaptor related protein complex 4 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:575]
ENSG00000100479,9606.ENSP00000216367,False,True,POLE2,protein_coding,"DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]"
ENSG00000100483,9606.ENSP00000379201,True,True,VCPKMT,protein_coding,valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352]
ENSG00000100505,9606.ENSP00000298355,False,True,TRIM9,protein_coding,tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
ENSG00000100522,9606.ENSP00000216410,False,True,GNPNAT1,protein_coding,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]
ENSG00000100599,9606.ENSP00000216487,False,True,RIN3,protein_coding,Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]
ENSG00000100600,9606.ENSP00000376911,False,True,LGMN,protein_coding,legumain [Source:HGNC Symbol;Acc:HGNC:9472]
ENSG00000100632,9606.ENSP00000451080,False,True,ERH,protein_coding,ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]
ENSG00000100711,9606.ENSP00000216602,False,True,ZFYVE21,protein_coding,zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]
ENSG00000100726,9606.ENSP00000262319,True,True,TELO2,protein_coding,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
ENSG00000100796,9606.ENSP00000450864,False,True,PPP4R3A,protein_coding,protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]
ENSG00000100804,9606.ENSP00000355325,False,True,PSMB5,protein_coding,proteasome subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:9542]
ENSG00000100888,9606.ENSP00000382863,False,True,CHD8,protein_coding,chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]
ENSG00000100916,9606.ENSP00000216807,True,True,BRMS1L,protein_coding,BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512]
ENSG00000100941,9606.ENSP00000216832,False,True,PNN,protein_coding,"pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]"
ENSG00000100982,9606.ENSP00000361486,False,True,PCIF1,protein_coding,PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200]
ENSG00000101019,9606.ENSP00000363506,True,False,UQCC1,protein_coding,ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891]
ENSG00000101150,9606.ENSP00000217121,False,True,TPD52L2,protein_coding,TPD52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]
ENSG00000101189,9606.ENSP00000359518,True,False,MRGBP,protein_coding,MRG domain binding protein [Source:HGNC Symbol;Acc:HGNC:15866]
ENSG00000101203,9606.ENSP00000351767,False,True,COL20A1,protein_coding,collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]
ENSG00000101246,9606.ENSP00000483486,False,True,ARFRP1,protein_coding,ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]
ENSG00000101353,9606.ENSP00000339971,True,True,MROH8,protein_coding,maestro heat like repeat family member 8 [Source:HGNC Symbol;Acc:HGNC:16125]
ENSG00000101363,9606.ENSP00000362707,False,True,MANBAL,protein_coding,mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]
ENSG00000101391,9606.ENSP00000217372,False,True,CDK5RAP1,protein_coding,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]
ENSG00000101457,9606.ENSP00000361705,True,False,DNTTIP1,protein_coding,deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]
ENSG00000101464,9606.ENSP00000217446,True,True,PIGU,protein_coding,phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]
ENSG00000101544,9606.ENSP00000262198,False,True,ADNP2,protein_coding,ADNP homeobox 2 [Source:HGNC Symbol;Acc:HGNC:23803]
ENSG00000101558,9606.ENSP00000345656,False,True,VAPA,protein_coding,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]
ENSG00000101574,9606.ENSP00000458290,False,True,METTL4,protein_coding,methyltransferase like 4 [Source:HGNC Symbol;Acc:HGNC:24726]
ENSG00000101577,9606.ENSP00000261596,False,True,LPIN2,protein_coding,lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]
ENSG00000101605,9606.ENSP00000348821,False,True,MYOM1,protein_coding,myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613]
ENSG00000101752,9606.ENSP00000261537,False,True,MIB1,protein_coding,mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]
ENSG00000101773,9606.ENSP00000382628,False,True,RBBP8,protein_coding,"RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]"
ENSG00000102221,9606.ENSP00000481850,False,True,JADE3,protein_coding,jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]
ENSG00000102710,9606.ENSP00000417510,False,True,SUPT20H,protein_coding,"SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]"
ENSG00000102743,9606.ENSP00000342267,False,True,SLC25A15,protein_coding,solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985]
ENSG00000102760,9606.ENSP00000368664,True,False,RGCC,protein_coding,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
ENSG00000102805,9606.ENSP00000366673,False,True,CLN5,protein_coding,CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
ENSG00000102900,9606.ENSP00000310668,False,True,NUP93,protein_coding,nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]
ENSG00000102901,9606.ENSP00000457810,False,True,CENPT,protein_coding,centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]
ENSG00000102908,9606.ENSP00000457593,False,True,NFAT5,protein_coding,nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]
ENSG00000102967,9606.ENSP00000219240,False,True,DHODH,protein_coding,dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]
ENSG00000103035,9606.ENSP00000219313,False,True,PSMD7,protein_coding,"proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]"
ENSG00000103051,9606.ENSP00000315775,True,False,COG4,protein_coding,component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]
ENSG00000103061,9606.ENSP00000263997,False,True,SLC7A6OS,protein_coding,solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]
ENSG00000103064,9606.ENSP00000455064,False,True,SLC7A6,protein_coding,solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]
ENSG00000103121,9606.ENSP00000219400,True,False,CMC2,protein_coding,C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]
ENSG00000103150,9606.ENSP00000262430,False,True,MLYCD,protein_coding,malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]
ENSG00000103174,9606.ENSP00000310998,False,True,NAGPA,protein_coding,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]
ENSG00000103245,9606.ENSP00000251588,False,True,CIAO3,protein_coding,cytosolic iron-sulfur assembly component 3 [Source:HGNC Symbol;Acc:HGNC:14179]
ENSG00000103249,9606.ENSP00000372193,False,True,CLCN7,protein_coding,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]
ENSG00000103253,9606.ENSP00000374353,True,False,HAGHL,protein_coding,hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]
ENSG00000103254,9606.ENSP00000454380,True,False,FAM173A,protein_coding,family with sequence similarity 173 member A [Source:HGNC Symbol;Acc:HGNC:14152]
ENSG00000103264,9606.ENSP00000310841,True,True,FBXO31,protein_coding,F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]
ENSG00000103351,9606.ENSP00000460850,False,True,CLUAP1,protein_coding,clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]
ENSG00000103356,9606.ENSP00000395196,False,True,EARS2,protein_coding,"glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]"
ENSG00000103494,9606.ENSP00000369257,True,True,RPGRIP1L,protein_coding,RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]
ENSG00000103507,9606.ENSP00000378405,False,True,BCKDK,protein_coding,branched chain ketoacid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]
ENSG00000103540,9606.ENSP00000370803,True,True,CCP110,protein_coding,centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]
ENSG00000103546,9606.ENSP00000219833,False,True,SLC6A2,protein_coding,solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]
ENSG00000103642,9606.ENSP00000261893,False,True,LACTB,protein_coding,lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]
ENSG00000103723,9606.ENSP00000440984,False,True,AP3B2,protein_coding,adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]
ENSG00000103769,9606.ENSP00000261890,True,False,RAB11A,protein_coding,"RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]"
ENSG00000103942,9606.ENSP00000305632,False,True,HOMER2,protein_coding,homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
ENSG00000104093,9606.ENSP00000441858,False,True,DMXL2,protein_coding,Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]
ENSG00000104133,9606.ENSP00000261866,False,True,SPG11,protein_coding,"SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]"
ENSG00000104142,9606.ENSP00000220509,False,True,VPS18,protein_coding,VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]
ENSG00000104218,9606.ENSP00000262210,True,False,CSPP1,protein_coding,centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]
ENSG00000104237,9606.ENSP00000220676,False,True,RP1,protein_coding,RP1 axonemal microtubule associated [Source:HGNC Symbol;Acc:HGNC:10263]
ENSG00000104365,9606.ENSP00000430684,True,True,IKBKB,protein_coding,inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960]
ENSG00000104381,9606.ENSP00000220822,False,True,GDAP1,protein_coding,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]
ENSG00000104671,9606.ENSP00000221114,False,True,DCTN6,protein_coding,dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]
ENSG00000104679,9606.ENSP00000265806,False,True,R3HCC1,protein_coding,R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]
ENSG00000104723,9606.ENSP00000424544,False,True,TUSC3,protein_coding,tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]
ENSG00000104852,9606.ENSP00000472998,False,True,SNRNP70,protein_coding,small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150]
ENSG00000104859,9606.ENSP00000221455,False,True,CLASRP,protein_coding,CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]
ENSG00000104870,9606.ENSP00000221466,False,True,FCGRT,protein_coding,Fc fragment of IgG receptor and transporter [Source:HGNC Symbol;Acc:HGNC:3621]
ENSG00000104883,9606.ENSP00000221480,True,False,PEX11G,protein_coding,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]
ENSG00000104903,9606.ENSP00000264824,True,False,LYL1,protein_coding,LYL1 basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]
ENSG00000104904,9606.ENSP00000473381,False,True,OAZ1,protein_coding,ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]
ENSG00000104983,9606.ENSP00000471454,True,False,CCDC61,protein_coding,coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629]
ENSG00000105011,9606.ENSP00000263382,False,True,ASF1B,protein_coding,anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]
ENSG00000105127,9606.ENSP00000269701,False,True,AKAP8,protein_coding,A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]
ENSG00000105137,9606.ENSP00000341489,False,True,SYDE1,protein_coding,synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]
ENSG00000105171,9606.ENSP00000465213,True,False,POP4,protein_coding,"POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]"
ENSG00000105185,9606.ENSP00000466214,False,True,PDCD5,protein_coding,programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]
ENSG00000105221,9606.ENSP00000375892,False,True,AKT2,protein_coding,AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]
ENSG00000105258,9606.ENSP00000221859,True,False,POLR2I,protein_coding,RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]
ENSG00000105261,9606.ENSP00000465620,False,True,OVOL3,protein_coding,ovo like zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:14186]
ENSG00000105278,9606.ENSP00000262961,False,True,ZFR2,protein_coding,zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29189]
ENSG00000105341,9606.ENSP00000403910,False,True,DMAC2,protein_coding,distal membrane arm assembly complex 2 [Source:HGNC Symbol;Acc:HGNC:25496]
ENSG00000105355,9606.ENSP00000221957,True,True,PLIN3,protein_coding,perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893]
ENSG00000105426,9606.ENSP00000349932,False,True,PTPRS,protein_coding,protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]
ENSG00000105438,9606.ENSP00000329471,True,True,KDELR1,protein_coding,KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304]
ENSG00000105467,9606.ENSP00000344041,True,True,SYNGR4,protein_coding,synaptogyrin 4 [Source:HGNC Symbol;Acc:HGNC:11502]
ENSG00000105472,9606.ENSP00000250340,False,True,CLEC11A,protein_coding,C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]
ENSG00000105479,9606.ENSP00000318429,True,True,CCDC114,protein_coding,coiled-coil domain containing 114 [Source:HGNC Symbol;Acc:HGNC:26560]
ENSG00000105483,9606.ENSP00000375767,False,True,CARD8,protein_coding,caspase recruitment domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17057]
ENSG00000105568,9606.ENSP00000324804,False,True,PPP2R1A,protein_coding,protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]
ENSG00000105576,9606.ENSP00000407182,False,True,TNPO2,protein_coding,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]
ENSG00000105607,9606.ENSP00000222214,False,True,GCDH,protein_coding,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]
ENSG00000105662,9606.ENSP00000345001,False,True,CRTC1,protein_coding,CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]
ENSG00000105664,9606.ENSP00000222271,True,True,COMP,protein_coding,cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]
ENSG00000105708,9606.ENSP00000340514,False,True,ZNF14,protein_coding,zinc finger protein 14 [Source:HGNC Symbol;Acc:HGNC:12924]
ENSG00000105717,9606.ENSP00000251203,True,True,PBX4,protein_coding,PBX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:13403]
ENSG00000105737,9606.ENSP00000262895,False,True,GRIK5,protein_coding,glutamate ionotropic receptor kainate type subunit 5 [Source:HGNC Symbol;Acc:HGNC:4583]
ENSG00000105784,9606.ENSP00000337732,False,True,RUNDC3B,protein_coding,RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286]
ENSG00000105879,9606.ENSP00000401277,False,True,CBLL1,protein_coding,Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]
ENSG00000105926,9606.ENSP00000222644,True,True,MPP6,protein_coding,membrane palmitoylated protein 6 [Source:HGNC Symbol;Acc:HGNC:18167]
ENSG00000105948,9606.ENSP00000419279,True,False,TTC26,protein_coding,tetratricopeptide repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21882]
ENSG00000106013,9606.ENSP00000349612,True,False,ANKRD7,protein_coding,ankyrin repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:18588]
ENSG00000106153,9606.ENSP00000378812,False,True,CHCHD2,protein_coding,coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]
ENSG00000106246,9606.ENSP00000292478,False,True,PTCD1,protein_coding,pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]
ENSG00000106258,9606.ENSP00000222982,True,False,CYP3A5,protein_coding,cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638]
ENSG00000106305,9606.ENSP00000223029,False,True,AIMP2,protein_coding,aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]
ENSG00000106333,9606.ENSP00000223061,False,True,PCOLCE,protein_coding,procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]
ENSG00000106344,9606.ENSP00000223073,False,True,RBM28,protein_coding,RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]
ENSG00000106348,9606.ENSP00000345096,False,True,IMPDH1,protein_coding,inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]
ENSG00000106355,9606.ENSP00000410758,False,True,LSM5,protein_coding,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]"
ENSG00000106459,9606.ENSP00000376924,False,True,NRF1,protein_coding,nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]
ENSG00000106462,9606.ENSP00000320147,False,True,EZH2,protein_coding,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]
ENSG00000106588,9606.ENSP00000223321,False,True,PSMA2,protein_coding,proteasome subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531]
ENSG00000106628,9606.ENSP00000480186,True,False,POLD2,protein_coding,"DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]"
ENSG00000106635,9606.ENSP00000411073,False,True,BCL7B,protein_coding,BAF chromatin remodeling complex subunit BCL7B [Source:HGNC Symbol;Acc:HGNC:1005]
ENSG00000106638,9606.ENSP00000307260,True,False,TBL2,protein_coding,transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586]
ENSG00000106692,9606.ENSP00000223528,True,True,FKTN,protein_coding,fukutin [Source:HGNC Symbol;Acc:HGNC:3622]
ENSG00000106780,9606.ENSP00000363040,False,True,MEGF9,protein_coding,multiple EGF like domains 9 [Source:HGNC Symbol;Acc:HGNC:3234]
ENSG00000106785,9606.ENSP00000344208,True,True,TRIM14,protein_coding,tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]
ENSG00000106976,9606.ENSP00000362014,False,True,DNM1,protein_coding,dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]
ENSG00000107021,9606.ENSP00000361731,False,True,TBC1D13,protein_coding,TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]
ENSG00000107164,9606.ENSP00000318177,False,True,FUBP3,protein_coding,far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]
ENSG00000107185,9606.ENSP00000367318,False,True,RGP1,protein_coding,"RGP1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:21965]"
ENSG00000107290,9606.ENSP00000224140,True,True,SETX,protein_coding,senataxin [Source:HGNC Symbol;Acc:HGNC:445]
ENSG00000107518,9606.ENSP00000347152,False,True,ATRNL1,protein_coding,attractin like 1 [Source:HGNC Symbol;Acc:HGNC:29063]
