id_gene,id_string,up,down,gene,biotype,description
ENSG00000111667,9606.ENSP00000229268,False,True,USP5,protein_coding,ubiquitin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:12628]
ENSG00000111674,9606.ENSP00000437402,False,True,ENO2,protein_coding,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
ENSG00000111678,9606.ENSP00000229281,True,False,C12orf57,protein_coding,chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]
ENSG00000111684,9606.ENSP00000261407,False,True,LPCAT3,protein_coding,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
ENSG00000111711,9606.ENSP00000229314,False,True,GOLT1B,protein_coding,golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]
ENSG00000111725,9606.ENSP00000229328,True,False,PRKAB1,protein_coding,protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378]
ENSG00000111783,9606.ENSP00000350552,False,True,RFX4,protein_coding,regulatory factor X4 [Source:HGNC Symbol;Acc:HGNC:9985]
ENSG00000111906,9606.ENSP00000381220,False,True,HDDC2,protein_coding,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
ENSG00000112053,9606.ENSP00000417638,False,True,SLC26A8,protein_coding,solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]
ENSG00000112079,9606.ENSP00000229812,False,True,STK38,protein_coding,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]
ENSG00000112096,9606.ENSP00000446252,False,True,SOD2,protein_coding,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000112208,9606.ENSP00000359727,False,True,BAG2,protein_coding,BCL2 associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]
ENSG00000112218,9606.ENSP00000229955,False,True,GPR63,protein_coding,G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]
ENSG00000112237,9606.ENSP00000428982,False,True,CCNC,protein_coding,cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]
ENSG00000112249,9606.ENSP00000358159,False,True,ASCC3,protein_coding,activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]
ENSG00000112282,9606.ENSP00000357047,False,True,MED23,protein_coding,mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]
ENSG00000112319,9606.ENSP00000432770,False,True,EYA4,protein_coding,EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]
ENSG00000112357,9606.ENSP00000315680,False,True,PEX7,protein_coding,peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]
ENSG00000112394,9606.ENSP00000357844,True,False,SLC16A10,protein_coding,solute carrier family 16 member 10 [Source:HGNC Symbol;Acc:HGNC:17027]
ENSG00000112619,9606.ENSP00000230381,False,True,PRPH2,protein_coding,peripherin 2 [Source:HGNC Symbol;Acc:HGNC:9942]
ENSG00000112679,9606.ENSP00000397459,False,True,DUSP22,protein_coding,dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077]
ENSG00000112685,9606.ENSP00000230449,False,True,EXOC2,protein_coding,exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]
ENSG00000112695,9606.ENSP00000359098,True,False,COX7A2,protein_coding,cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288]
ENSG00000112837,9606.ENSP00000358677,False,True,TBX18,protein_coding,T-box 18 [Source:HGNC Symbol;Acc:HGNC:11595]
ENSG00000112852,9606.ENSP00000194155,False,True,PCDHB2,protein_coding,protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687]
ENSG00000112874,9606.ENSP00000230792,False,True,NUDT12,protein_coding,nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826]
ENSG00000112877,9606.ENSP00000264935,False,True,CEP72,protein_coding,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]
ENSG00000112977,9606.ENSP00000230895,True,False,DAP,protein_coding,death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]
ENSG00000112984,9606.ENSP00000378356,False,True,KIF20A,protein_coding,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]
ENSG00000113119,9606.ENSP00000252100,False,True,TMCO6,protein_coding,transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]
ENSG00000113141,9606.ENSP00000396301,False,True,IK,protein_coding,IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]
ENSG00000113209,9606.ENSP00000231134,False,True,PCDHB5,protein_coding,protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]
ENSG00000113211,9606.ENSP00000231136,True,True,PCDHB6,protein_coding,protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]
ENSG00000113248,9606.ENSP00000231173,True,True,PCDHB15,protein_coding,protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686]
ENSG00000113356,9606.ENSP00000382058,False,True,POLR3G,protein_coding,RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]
ENSG00000113384,9606.ENSP00000265070,False,True,GOLPH3,protein_coding,golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452]
ENSG00000113525,9606.ENSP00000231454,False,True,IL5,protein_coding,interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016]
ENSG00000113595,9606.ENSP00000231524,False,True,TRIM23,protein_coding,tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660]
ENSG00000113597,9606.ENSP00000409231,False,True,TRAPPC13,protein_coding,trafficking protein particle complex 13 [Source:HGNC Symbol;Acc:HGNC:25828]
ENSG00000113621,9606.ENSP00000351157,False,True,TXNDC15,protein_coding,thioredoxin domain containing 15 [Source:HGNC Symbol;Acc:HGNC:20652]
ENSG00000113649,9606.ENSP00000296702,False,True,TCERG1,protein_coding,transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]
ENSG00000113721,9606.ENSP00000261799,False,True,PDGFRB,protein_coding,platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]
ENSG00000113734,9606.ENSP00000231668,True,True,BNIP1,protein_coding,BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]
ENSG00000113845,9606.ENSP00000418803,False,True,TIMMDC1,protein_coding,translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]
ENSG00000113971,9606.ENSP00000338766,False,True,NPHP3,protein_coding,nephrocystin 3 [Source:HGNC Symbol;Acc:HGNC:7907]
ENSG00000114107,9606.ENSP00000264982,True,False,CEP70,protein_coding,centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972]
ENSG00000114113,9606.ENSP00000232217,False,True,RBP2,protein_coding,retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]
ENSG00000114503,9606.ENSP00000326806,False,True,NCBP2,protein_coding,nuclear cap binding protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:7659]
ENSG00000114841,9606.ENSP00000401514,True,False,DNAH1,protein_coding,dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940]
ENSG00000114904,9606.ENSP00000233027,False,True,NEK4,protein_coding,NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
ENSG00000114978,9606.ENSP00000379364,False,True,MOB1A,protein_coding,MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]
ENSG00000114982,9606.ENSP00000396749,False,True,KANSL3,protein_coding,KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]
ENSG00000115109,9606.ENSP00000263713,False,True,EPB41L5,protein_coding,erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]
ENSG00000115145,9606.ENSP00000263904,False,True,STAM2,protein_coding,signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]
ENSG00000115233,9606.ENSP00000386541,False,True,PSMD14,protein_coding,"proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]"
ENSG00000115271,9606.ENSP00000394842,False,True,GCA,protein_coding,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
ENSG00000115307,9606.ENSP00000366748,False,True,AUP1,protein_coding,AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]
ENSG00000115317,9606.ENSP00000258080,False,True,HTRA2,protein_coding,HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]
ENSG00000115368,9606.ENSP00000314193,False,True,WDR75,protein_coding,WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]
ENSG00000115421,9606.ENSP00000238714,False,True,PAPOLG,protein_coding,poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]
ENSG00000115446,9606.ENSP00000350409,True,True,UNC50,protein_coding,unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]
ENSG00000115459,9606.ENSP00000318264,False,True,ELMOD3,protein_coding,ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]
ENSG00000115525,9606.ENSP00000366549,False,True,ST3GAL5,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]"
ENSG00000115540,9606.ENSP00000315702,False,True,MOB4,protein_coding,"MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]"
ENSG00000115649,9606.ENSP00000386277,False,True,CNPPD1,protein_coding,cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]
ENSG00000115694,9606.ENSP00000325748,False,True,STK25,protein_coding,serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]
ENSG00000115750,9606.ENSP00000263663,False,True,TAF1B,protein_coding,"TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]"
ENSG00000115762,9606.ENSP00000385892,False,True,PLEKHB2,protein_coding,pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]
ENSG00000115808,9606.ENSP00000263918,False,True,STRN,protein_coding,striatin [Source:HGNC Symbol;Acc:HGNC:11424]
ENSG00000115827,9606.ENSP00000364404,False,True,DCAF17,protein_coding,DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:HGNC:25784]
ENSG00000115946,9606.ENSP00000263657,False,True,PNO1,protein_coding,partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]
ENSG00000115993,9606.ENSP00000328875,False,True,TRAK2,protein_coding,trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]
ENSG00000116106,9606.ENSP00000281821,False,True,EPHA4,protein_coding,EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]
ENSG00000116141,9606.ENSP00000483424,False,True,MARK1,protein_coding,microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]
ENSG00000116191,9606.ENSP00000356607,True,False,RALGPS2,protein_coding,Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
ENSG00000116194,9606.ENSP00000234816,False,True,ANGPTL1,protein_coding,angiopoietin like 1 [Source:HGNC Symbol;Acc:HGNC:489]
ENSG00000116237,9606.ENSP00000343552,False,True,ICMT,protein_coding,isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]
ENSG00000116273,9606.ENSP00000366876,False,True,PHF13,protein_coding,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
ENSG00000116337,9606.ENSP00000256578,False,True,AMPD2,protein_coding,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
ENSG00000116455,9606.ENSP00000235090,False,True,WDR77,protein_coding,WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]
ENSG00000116525,9606.ENSP00000291416,False,True,TRIM62,protein_coding,tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]
ENSG00000116539,9606.ENSP00000376204,False,True,ASH1L,protein_coding,ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]
ENSG00000116661,9606.ENSP00000346240,True,True,FBXO2,protein_coding,F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]
ENSG00000116701,9606.ENSP00000356505,False,True,NCF2,protein_coding,neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]
ENSG00000116703,9606.ENSP00000375855,False,True,PDC,protein_coding,phosducin [Source:HGNC Symbol;Acc:HGNC:8759]
ENSG00000116754,9606.ENSP00000359988,False,True,SRSF11,protein_coding,serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]
ENSG00000116922,9606.ENSP00000350704,False,True,C1orf109,protein_coding,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]
ENSG00000117010,9606.ENSP00000361784,False,True,ZNF684,protein_coding,zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]
ENSG00000117091,9606.ENSP00000484431,True,True,CD48,protein_coding,CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]
ENSG00000117262,9606.ENSP00000319673,False,True,GPR89A,protein_coding,G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]
ENSG00000117411,9606.ENSP00000310696,False,True,B4GALT2,protein_coding,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
ENSG00000117461,9606.ENSP00000262741,False,True,PIK3R3,protein_coding,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
ENSG00000117479,9606.ENSP00000236137,False,True,SLC19A2,protein_coding,solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]
ENSG00000117480,9606.ENSP00000243167,True,False,FAAH,protein_coding,fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]
ENSG00000117543,9606.ENSP00000359127,False,True,DPH5,protein_coding,diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]
ENSG00000117600,9606.ENSP00000359204,False,True,PLPPR4,protein_coding,phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]
ENSG00000117906,9606.ENSP00000319739,True,True,RCN2,protein_coding,reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]
ENSG00000118096,9606.ENSP00000264020,False,True,IFT46,protein_coding,intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146]
ENSG00000118156,9606.ENSP00000375770,True,False,ZNF541,protein_coding,zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294]
ENSG00000118193,9606.ENSP00000356319,False,True,KIF14,protein_coding,kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]
ENSG00000118412,9606.ENSP00000478179,False,True,CASP8AP2,protein_coding,caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510]
ENSG00000118482,9606.ENSP00000262043,False,True,PHF3,protein_coding,PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]
ENSG00000118508,9606.ENSP00000356465,False,True,RAB32,protein_coding,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
ENSG00000118515,9606.ENSP00000356832,False,True,SGK1,protein_coding,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]
ENSG00000118518,9606.ENSP00000357297,False,True,RNF146,protein_coding,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
ENSG00000118520,9606.ENSP00000349446,True,False,ARG1,protein_coding,arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]
ENSG00000118898,9606.ENSP00000340510,False,True,PPL,protein_coding,periplakin [Source:HGNC Symbol;Acc:HGNC:9273]
ENSG00000118900,9606.ENSP00000379894,True,True,UBN1,protein_coding,ubinuclein 1 [Source:HGNC Symbol;Acc:HGNC:12506]
ENSG00000119042,9606.ENSP00000401112,False,True,SATB2,protein_coding,SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]
ENSG00000119121,9606.ENSP00000354006,False,True,TRPM6,protein_coding,transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]
ENSG00000119185,9606.ENSP00000353850,False,True,ITGB1BP1,protein_coding,integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927]
ENSG00000119397,9606.ENSP00000362962,False,True,CNTRL,protein_coding,centriolin [Source:HGNC Symbol;Acc:HGNC:1858]
ENSG00000119509,9606.ENSP00000262457,False,True,INVS,protein_coding,inversin [Source:HGNC Symbol;Acc:HGNC:17870]
ENSG00000119547,9606.ENSP00000419185,False,True,ONECUT2,protein_coding,one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]
ENSG00000119559,9606.ENSP00000397394,False,True,C19orf25,protein_coding,chromosome 19 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:26711]
ENSG00000119640,9606.ENSP00000238618,True,False,ACYP1,protein_coding,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]
ENSG00000119650,9606.ENSP00000238628,False,True,IFT43,protein_coding,intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669]
ENSG00000119689,9606.ENSP00000335304,False,True,DLST,protein_coding,dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]
ENSG00000119718,9606.ENSP00000266126,False,True,EIF2B2,protein_coding,eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]
ENSG00000119720,9606.ENSP00000346335,False,True,NRDE2,protein_coding,"NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]"
ENSG00000119760,9606.ENSP00000336750,False,True,SUPT7L,protein_coding,"SPT7 like, STAGA complex gamma subunit [Source:HGNC Symbol;Acc:HGNC:30632]"
ENSG00000119820,9606.ENSP00000238831,False,True,YIPF4,protein_coding,Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145]
ENSG00000119929,9606.ENSP00000359507,True,True,CUTC,protein_coding,cutC copper transporter [Source:HGNC Symbol;Acc:HGNC:24271]
ENSG00000119938,9606.ENSP00000238994,True,True,PPP1R3C,protein_coding,protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]
ENSG00000119953,9606.ENSP00000358616,False,True,SMNDC1,protein_coding,survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]
ENSG00000119969,9606.ENSP00000377601,False,True,HELLS,protein_coding,"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]"
ENSG00000119979,9606.ENSP00000354688,False,True,FAM45A,protein_coding,family with sequence similarity 45 member A [Source:HGNC Symbol;Acc:HGNC:31793]
ENSG00000120008,9606.ENSP00000263461,False,True,WDR11,protein_coding,WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]
ENSG00000120159,9606.ENSP00000369431,False,True,CAAP1,protein_coding,caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:25834]
ENSG00000120251,9606.ENSP00000296526,False,True,GRIA2,protein_coding,glutamate ionotropic receptor AMPA type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4572]
ENSG00000120324,9606.ENSP00000239446,True,True,PCDHB10,protein_coding,protocadherin beta 10 [Source:HGNC Symbol;Acc:HGNC:8681]
ENSG00000120327,9606.ENSP00000239449,False,True,PCDHB14,protein_coding,protocadherin beta 14 [Source:HGNC Symbol;Acc:HGNC:8685]
ENSG00000120334,9606.ENSP00000348527,False,True,CENPL,protein_coding,centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]
ENSG00000120370,9606.ENSP00000356737,False,True,GORAB,protein_coding,"golgin, RAB6 interacting [Source:HGNC Symbol;Acc:HGNC:25676]"
ENSG00000120519,9606.ENSP00000421275,False,True,SLC10A7,protein_coding,solute carrier family 10 member 7 [Source:HGNC Symbol;Acc:HGNC:23088]
ENSG00000120539,9606.ENSP00000365107,False,True,MASTL,protein_coding,microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]
ENSG00000120616,9606.ENSP00000263062,False,True,EPC1,protein_coding,enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]
ENSG00000120669,9606.ENSP00000369210,True,False,SOHLH2,protein_coding,spermatogenesis and oogenesis specific basic helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:26026]
ENSG00000120686,9606.ENSP00000368970,False,True,UFM1,protein_coding,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]
ENSG00000120688,9606.ENSP00000368801,False,True,WBP4,protein_coding,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]
ENSG00000120798,9606.ENSP00000333275,False,True,NR2C1,protein_coding,nuclear receptor subfamily 2 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7971]
ENSG00000120832,9606.ENSP00000447651,False,True,MTERF2,protein_coding,mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]
ENSG00000120868,9606.ENSP00000448165,False,True,APAF1,protein_coding,apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]
ENSG00000120948,9606.ENSP00000240185,False,True,TARDBP,protein_coding,TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]
ENSG00000121064,9606.ENSP00000262288,False,True,SCPEP1,protein_coding,serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]
ENSG00000121067,9606.ENSP00000377001,False,True,SPOP,protein_coding,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
ENSG00000121101,9606.ENSP00000240361,False,True,TEX14,protein_coding,"testis expressed 14, intercellular bridge forming factor [Source:HGNC Symbol;Acc:HGNC:11737]"
ENSG00000121104,9606.ENSP00000240364,False,True,FAM117A,protein_coding,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]
ENSG00000121236,9606.ENSP00000369440,False,True,TRIM6,protein_coding,tripartite motif containing 6 [Source:HGNC Symbol;Acc:HGNC:16277]
ENSG00000121406,9606.ENSP00000365407,False,True,ZNF549,protein_coding,zinc finger protein 549 [Source:HGNC Symbol;Acc:HGNC:26632]
ENSG00000121542,9606.ENSP00000310521,False,True,SEC22A,protein_coding,"SEC22 homolog A, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:20260]"
ENSG00000121690,9606.ENSP00000241051,False,True,DEPDC7,protein_coding,DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]
ENSG00000121716,9606.ENSP00000391748,True,True,PILRB,protein_coding,paired immunoglobin like type 2 receptor beta [Source:HGNC Symbol;Acc:HGNC:18297]
ENSG00000121774,9606.ENSP00000313829,False,True,KHDRBS1,protein_coding,"KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]"
ENSG00000121775,9606.ENSP00000338165,False,True,TMEM39B,protein_coding,transmembrane protein 39B [Source:HGNC Symbol;Acc:HGNC:25510]
ENSG00000121892,9606.ENSP00000303427,False,True,PDS5A,protein_coding,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]
ENSG00000122008,9606.ENSP00000241436,True,False,POLK,protein_coding,DNA polymerase kappa [Source:HGNC Symbol;Acc:HGNC:9183]
ENSG00000122203,9606.ENSP00000298569,False,True,KIAA1191,protein_coding,KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209]
ENSG00000122435,9606.ENSP00000359160,False,True,TRMT13,protein_coding,tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]
ENSG00000122566,9606.ENSP00000346694,False,True,HNRNPA2B1,protein_coding,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]
ENSG00000122591,9606.ENSP00000403396,False,True,FAM126A,protein_coding,family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]
ENSG00000122674,9606.ENSP00000325681,False,True,CCZ1,protein_coding,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21691]"
ENSG00000122678,9606.ENSP00000379174,False,True,POLM,protein_coding,DNA polymerase mu [Source:HGNC Symbol;Acc:HGNC:9185]
ENSG00000122687,9606.ENSP00000242257,False,True,MRM2,protein_coding,mitochondrial rRNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16352]
ENSG00000122735,9606.ENSP00000480538,False,True,DNAI1,protein_coding,dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]
ENSG00000122783,9606.ENSP00000376823,False,True,CYREN,protein_coding,cell cycle regulator of NHEJ [Source:HGNC Symbol;Acc:HGNC:22432]
ENSG00000122966,9606.ENSP00000376306,False,True,CIT,protein_coding,citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]
ENSG00000122970,9606.ENSP00000242591,False,True,IFT81,protein_coding,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]
ENSG00000122971,9606.ENSP00000242592,True,True,ACADS,protein_coding,acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]
ENSG00000123136,9606.ENSP00000242776,True,False,DDX39A,protein_coding,DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]
ENSG00000123154,9606.ENSP00000402653,False,True,WDR83,protein_coding,WD repeat domain 83 [Source:HGNC Symbol;Acc:HGNC:32672]
ENSG00000123179,9606.ENSP00000242827,False,True,EBPL,protein_coding,EBP like [Source:HGNC Symbol;Acc:HGNC:18061]
ENSG00000123200,9606.ENSP00000282007,False,True,ZC3H13,protein_coding,zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
ENSG00000123374,9606.ENSP00000266970,False,True,CDK2,protein_coding,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]
ENSG00000123415,9606.ENSP00000424191,False,True,SMUG1,protein_coding,single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]
ENSG00000123505,9606.ENSP00000357880,False,True,AMD1,protein_coding,adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]
ENSG00000123607,9606.ENSP00000243344,False,True,TTC21B,protein_coding,tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]
ENSG00000123975,9606.ENSP00000364976,True,True,CKS2,protein_coding,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]
ENSG00000124126,9606.ENSP00000361009,False,True,PREX1,protein_coding,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"
ENSG00000124160,9606.ENSP00000290231,False,True,NCOA5,protein_coding,nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909]
ENSG00000124171,9606.ENSP00000360672,False,True,PARD6B,protein_coding,par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:16245]
ENSG00000124172,9606.ENSP00000243997,True,False,ATP5F1E,protein_coding,ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]
