id_gene,id_string,gene,Middle_vs_Apical,Middle_vs_Basal,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_MiddleBasal,logFC_MiddleBasal,FDR_MiddleBasal,biotype,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Previous ref to RNAi working,Other species infertility phenotype?
FBgn0016970,7227.FBpp0087589,l(2)k10201,True,True,5.06366326701936,0.707385654495893,9.52193237951783e-06,4.8404850487334805,0.42207507503458097,0.163992462762242,protein_coding,57548,,,,,,,,,,,,,,
FBgn0017414,7227.FBpp0087334,cag,True,True,3.24577166671581,-1.70127759927728,1.2300800304392e-08,1.70553287956202,0.14899155076942494,0.884004896996505,protein_coding,v20185,,,,,,,,,,,,,yes,
FBgn0017551,7227.FBpp0078970,Rca1,True,True,5.2968653267649595,-0.9498165942815501,1.43165395794154e-09,3.80905673680372,1.60608159006181,3.5512126602900704e-06,protein_coding,v35489,,,,,,,,,,,,,yes,
FBgn0017556,7227.FBpp0072257,Prosalpha4T2,True,True,7.5248980277639985,1.22338802438938,5.887650625504789e-35,7.51703758074293,0.281691656194895,0.0900235523360388,protein_coding,v21871,,,,,,,,,,,,,yes,
FBgn0019890,7227.FBpp0080138,Smg5,True,True,7.78393051257049,-0.655863263984636,2.0010581899237398e-11,6.8173123276352,0.512950369515582,0.00157025505025456,protein_coding,31090,,,,,,,,,,,,,,
FBgn0019932,7227.FBpp0079584,SamDC,True,True,5.70180090283229,-0.41172291551362106,0.00299138085463991,4.8498484478262505,0.594441707952871,0.0290705198812437,protein_coding,v101753,P{KK109424}VIE-260B,22.0,21.0,29.0,29.0,28.0,27.0,28.0,26.0,,,,No,
FBgn0019952,7227.FBpp0083983,Orct,True,True,1.14037902239059,0.395709244501829,0.47688819247918396,1.83323577916435,-1.60130504266685,0.0100875833241176,protein_coding,60125,,,,,,,,,,,,,,
FBgn0020251,7227.FBpp0076677,sfl,True,True,5.07082087890677,-0.38377706538309797,0.0220964147918907,4.48782291931594,-0.0027262941805552697,0.996706909918752,protein_coding,34601,,,,,,,,,,,,,yes,
FBgn0020309,7227.FBpp0079845,crol,True,True,5.73903400605111,-1.11336355284308,2.349475119617061e-15,4.730791813077451,-0.0739048430699689,0.879384604751695,protein_coding,v7779,w[1118]; P{GD1410}v7779,30.0,29.0,30.0,29.0,23.0,20.0,28.0,27.0,,No,,Yes,
FBgn0020622,7227.FBpp0303635,Pi3K21B,True,True,4.944880351192031,-0.27155743831663104,0.119120132244116,4.44013119771497,-0.023083527960247003,0.9673999987976422,protein_coding,36810,,,,,,,,,,,,,,
FBgn0020930,7227.FBpp0086966,Dgkepsilon,True,True,6.36040616400995,0.0489190469455707,0.721087543167283,6.02722539770748,-0.0265868189171172,0.9429949302096841,protein_coding,v4659,,,,,,,,,,,,,yes,
FBgn0022153,7227.FBpp0077122,l(2)k05819,True,True,6.10455349321707,-1.6371878117506102,3.18994585303137e-34,4.31379607057384,0.9298850208524352,0.00344155041686958,protein_coding,v103629,,,,,,,,,,,,,,
FBgn0022699,7227.FBpp0076725,D19B,True,True,5.10262157716039,-1.6601358003109101,1.1389336718705298e-22,3.2610606931830497,1.01928493975516,0.0198342458385329,protein_coding,51166,y1 v1; P{TRiP.HMJ03125}attP40,25.0,25.0,9.0,9.0,25.0,23.0,25.0,23.0,,No,,No,
FBgn0022724,7227.FBpp0074288,Taf8,True,True,4.64063675551065,0.261028115300749,0.17971120126502899,4.33558683582292,0.16132606953755,0.72327219929627,protein_coding,v27868,,,,,,,,,,,,,yes,
FBgn0022800,7227.FBpp0084248,Cad96Ca,True,True,1.73777842655937,0.530239050608739,0.25660813990078896,1.3696232527605199,0.800251338072321,0.33632925443489703,protein_coding,v1089,,,,,,,,,,,,,yes,
FBgn0022935,7227.FBpp0076724,D19A,True,True,4.182504792449151,-1.5180247425377398,9.1399544046485e-08,2.60881602484096,0.580873981200101,0.3837149292856921,protein_coding,33371,y1 sc* v1 sev21; P{TRiP.HMS00244}attP2,25.0,25.0,15.0,14.0,34.0,33.0,29.0,27.0,,No,,No,
FBgn0022942,7227.FBpp0070652,Cbp80,True,True,2.458830027466,-1.53951667153392,0.000130847771075129,1.77026586983625,-1.2147915783786898,0.0643688075096145,protein_coding,v22331,,,,,,,,,,,,,yes,
FBgn0022986,7227.FBpp0071754,qkr58E-1,True,True,3.30867412180202,-1.19327287410568,0.004233790648689929,1.9136382286195501,0.6453457015150339,0.4596170810883761,protein_coding,v26333,,,,,,,,,,,,,yes,
FBgn0022987,7227.FBpp0297358,qkr54B,True,True,2.6479231398180403,-1.29498120699599,0.000335401689711895,1.66710134040952,-0.507219240000962,0.5698411690881421,protein_coding,34896,,,,,,,,,,,,,,
FBgn0023083,7227.FBpp0083057,fray,True,True,6.721153625310088,0.271129095520661,0.0149767829455415,6.345408971306878,0.305749069271602,0.14158866702375505,protein_coding,42569,,,,,,,,,,,,,yes,
FBgn0023096,7227.FBpp0271926,btv,True,True,4.11138650006329,0.34873240350914503,0.12407542495177601,3.8507156357825,0.19388788573472002,0.714354252961493,protein_coding,28373,y[1] v[1]; P{TRiP.JF03010}attP2,22.0,21.0,25.0,25.0,20.0,17.0,27.0,26.0,,,,No,
FBgn0023536,7227.FBpp0070078,CG3156,True,True,5.6581416747167195,0.266830025209091,0.0677196710394823,5.45135394116122,-0.0626498384686319,0.8692215950008408,protein_coding,57727,,,,,,,,,,,,,,
FBgn0024285,7227.FBpp0079471,Srp54,True,True,3.635564054051339,-1.31582992428816,2.4638510649766398e-06,2.2784183750465603,0.390263665613207,0.58853855100459,protein_coding,v51088,PENDING,,,,,,,,,,No,,Yes,
FBgn0024291,7227.FBpp0080015,Sirt1,True,True,3.37510118719939,-0.177586437755155,0.539887912887957,3.06190148107829,-0.31108499918493,0.600620592158481,protein_coding,32481,,,,,,,,,,,,,yes,
FBgn0024542,7227.FBpp0076546,Neos,True,True,6.2263649992284416,-0.502729333242406,0.000120607453534767,5.40223473110507,0.394998949257142,0.12354379773640899,protein_coding,55960,,,,,,,,,,,,,yes,
FBgn0024555,7227.FBpp0082285,flfl,True,True,6.9011333133415125,0.0577225166632404,0.6260611039541899,6.530019788035211,0.0637538992694455,0.822759225344547,protein_coding,v24143,,,,,,,,,,,,,yes,
FBgn0024804,7227.FBpp0304166,Dbp80,True,True,5.83118588359409,-0.867707062320398,3.56456146449481e-10,4.83275038755941,0.25236604508484,0.461836912272883,protein_coding,34682,y[1] sc[*] v[1]; P{TRiP.HMS01160}attP2,19.0,3.0,22.0,5.0,52.0,13.0,95.0,23.0,Few sperm. Spermiogenesis defect,No,RNA helicase,No,Mouse infertility reported (for both mouse genes): spermiogenesis defect in Ddx25
FBgn0024833,7227.FBpp0081592,AP-1mu,True,True,5.19770231657674,-0.891591470805047,3.15707786605735e-08,4.424883123527058,-0.272235628934882,0.518933039676313,protein_coding,27534,y[1] v[1]; P{TRiP.JF02685}attP2,13.0,10.0,27.0,23.0,27.0,27.0,22.0,22.0,v24017 Works,No,,No,
FBgn0024945,7227.FBpp0072385,NitFhit,True,True,4.77136396187192,-0.2350935737566649,0.199674198955975,4.353800727521,-0.157762298102986,0.72728546954168,protein_coding,38961,,,,,,,,,,,,,,
FBgn0025463,7227.FBpp0073572,Bap60,True,True,4.05589380530557,-2.0362427418964897,2.7201782548731195e-17,2.68931420505137,-0.7844537177547191,0.133589141768284,protein_coding,31337,,,,,,,,,,,,,yes,
FBgn0025615,7227.FBpp0070658,Torsin,True,True,2.9260369785241402,-0.64318985107502,0.0505024356266172,2.4532885856080098,-0.511509044633597,0.41114540229864,protein_coding,50620,,,,,,,,,,,male pheno,,,
FBgn0025635,7227.FBpp0070111,CG17829,True,True,3.51905704664486,-1.3966013896124099,1.63777385684482e-07,1.75897023945411,1.4714477871149998,0.040916559211352996,protein_coding,42792,,,,,,,,,,,,,,
FBgn0025638,7227.FBpp0300874,Roc1a,True,True,4.49932132856563,-2.28198263443233,4.12295473067824e-27,3.1869599684094703,-1.1931369424645801,0.0065809477874948785,protein_coding,v32398,,,,,,,,,,,,,yes,
FBgn0025720,7227.FBpp0085627,Ate1,True,True,5.63052050848518,-1.6725067233408701,3.0630018856848886e-30,3.81949546060969,0.8863023762906709,0.0163416556226585,protein_coding,53867,,,,,,,,,,,,,,
FBgn0025790,7227.FBpp0088568,TBPH,True,True,5.8507354251029895,-2.44362791263482,1.3616098374069488e-59,3.38867594250151,1.00599087140789,0.0137377645500403,protein_coding,29517,,,,,,,,,,,,,yes,
FBgn0025807,7227.FBpp0074847,Rad9,True,True,2.03794884292507,-0.644587772375669,0.129271537812887,1.0287089509290301,0.8232082338078042,0.37184954517299296,protein_coding,80382,,,,,,,,,,,,,,
FBgn0025808,7227.FBpp0082433,Rad17,True,True,3.40398761304183,-1.7739473760159299,6.12255338517249e-10,1.7395857752580801,0.30056648628217497,0.7413824733202999,protein_coding,v103552,,,,,,,,,,,,,,
FBgn0025874,7227.FBpp0075533,Meics,True,True,3.2157192448867,-1.84480519901421,1.37068459620128e-09,1.27875989993193,1.01521440701215,0.210408642737984,protein_coding,50636,y1 sc* v1 sev21; P{TRiP.HMC03035}attP2,5.0,0.0,18.0,0.0,26.0,0.0,30.0,0.0,No sperm. Severely abnormal spermiogenesis,No. But observed to dynamically relocate to male meiotic central spindle,nucleic acid binding,No,
FBgn0025936,7227.FBpp0088153,Eph,True,True,6.11771915067115,-1.67253395991407,2.63082800152805e-37,4.68392570810442,-0.0343033444485898,0.947019552585942,protein_coding,v6545,,,,,,,,,,,,,yes,
FBgn0026079,7227.FBpp0070637,Nsun2,True,True,4.98672659124709,-1.09252903473476,7.266861180772959e-11,3.83724110237656,0.240885055192213,0.631901102871213,protein_coding,62495,,,,,,,,,,,,,,
FBgn0026080,7227.FBpp0070636,Tip60,True,True,3.59241133725344,-1.33628140163411,3.65576240075809e-07,2.25267895957683,0.287582584485226,0.7130111788511039,protein_coding,35243,,,,,,,,,,,,,yes,
FBgn0026192,7227.FBpp0074229,par-6,True,True,5.1431760753693,-0.504160731204996,0.00225629574494984,4.44216602178436,0.10050547548672098,0.8328960865064571,protein_coding,38361,,,,,,,,,,,,,yes,
FBgn0026616,7227.FBpp0082633,alpha-Man-IIb,True,True,2.2245966134526602,-0.34191481837732696,0.456473362964245,1.66894893306266,-0.0243042624699772,0.9850403920852959,protein_coding,v108043,P{KK106563}VIE-260B,30.0,28.0,26.0,26.0,26.0,25.0,30.0,28.0,,,,No,Mouse infertility reported for mutant (Sertoli cell to germ cell adhesion defect: may be Sertoli cell pheno and there are two DM genes alpha-Man-IIa and alpha-Man-IIb - possible redundancy)
FBgn0026630,7227.FBpp0074786,nes,True,True,6.32469606168222,-0.553797289644272,2.96857978671959e-06,5.74652569519369,-0.20240009614805896,0.458687554810206,protein_coding,62490,y1 v1; P{TRiP.HMJ24013}attP40/CyO,26.0,24.0,5.0,5.0,25.0,23.0,29.0,26.0,,No,,No,
FBgn0026777,7227.FBpp0305835,Rad23,True,True,6.75305893025423,-1.10576305282702,3.3572657431317205e-24,5.47951017801185,0.5416113991615129,0.0183390661981124,protein_coding,44465,,,,,,,,,,,,,,
FBgn0026787,7227.FBpp0290667,Nhe1,True,True,5.79469722686622,-0.35929730458575604,0.010757081564751,5.06921307333753,0.36660431543050603,0.22157051640756,protein_coding,v7245,,,,,,,,,,,,,yes,
FBgn0026876,7227.FBpp0070235,CG11403,True,True,2.1010505069289,-2.04876263351378,7.427666142545779e-06,0.772847388002003,-0.682170480341323,0.511534565655315,protein_coding,51800,,,,,,,,,,,,,,
FBgn0027055,7227.FBpp0077927,CSN3,True,True,5.8420401359300005,-1.5753377535471895,1.27477848659918e-30,4.36365620099801,0.21048002890819692,0.625406397146398,protein_coding,33369,,,,,,,,,,,male pheno,,yes,
FBgn0027095,7227.FBpp0082735,Manf,True,True,5.979132376252919,-0.769269271931991,2.44120802858832e-09,5.094151829380481,0.14869881177614902,0.679601856846879,protein_coding,v12834,,,,,,,,,,,,,yes,
FBgn0027330,7227.FBpp0071217,l(1)G0020,True,True,2.50898059998125,-2.1125188012197,6.89751360208405e-07,0.881073127648582,-0.336200748778407,0.7861431465100029,protein_coding,v13479,w[1118]; P{GD3539}v13479,23.0,17.0,31.0,29.0,31.0,28.0,30.0,26.0,,,,Yes,
FBgn0027507,7227.FBpp0304298,CG1344,True,True,4.42940010942617,-1.7418700409427699,1.61355526771407e-16,2.8195324140046205,0.2309388284435949,0.7396784352681122,protein_coding,35261,y[1] sc[*] v[1]; P{TRiP.GL00152}attP2,30.0,24.0,21.0,14.0,27.0,26.0,33.0,32.0,,No,,Yes,
FBgn0027524,7227.FBpp0081650,CG3909,True,True,5.30405994299844,-1.27856315666573,1.74321924320945e-15,3.95279108955177,0.42018605990411,0.324196151154373,protein_coding,57377,,,,,,,,,,,,,,
FBgn0027568,7227.FBpp0304507,Cand1,True,True,8.85233606532776,0.387867047018934,4.68171660557466e-05,8.737578369149691,-0.14068725359573,0.40339132196419397,protein_coding,33990,,,,,,,,,,,,,,
FBgn0027866,7227.FBpp0078595,CG9776,True,True,7.37996441656549,0.271562205146381,0.0101351115956552,7.19637373892668,-0.108856922828764,0.631901102871213,protein_coding,v107811,PENDING,,,,,,,,,,,,No,
FBgn0027885,7227.FBpp0080554,Aac11,True,True,6.75240635071869,-2.29544951252681,2.109005724093819e-85,4.56914141781382,0.5541829330781249,0.0735013720766601,protein_coding,v51472,,,,,,,,,,,,,yes,
FBgn0027903,7227.FBpp0072658,CG12018,True,True,4.719318210336669,-1.5448968318061298,5.2935253479634486e-17,2.78242205255638,1.77070687545632,7.93242483431634e-05,protein_coding,65166,,,,,,,,,,,,,,
FBgn0028360,7227.FBpp0070911,Cdc7,True,True,8.29824769950452,0.905601908522989,7.7951457873252e-20,8.35825043807214,-0.0843859755205214,0.678885783407897,protein_coding,36625,,,,,,,,,,,,,yes,
FBgn0028387,7227.FBpp0304793,chm,True,True,6.55427521385489,0.6351031214310511,2.31807775458822e-08,6.50852525094799,-0.06772781250770099,0.8198062797671171,protein_coding,27027,,,,,,,,,,,,,yes,
FBgn0028425,7227.FBpp0088925,JhI-21,True,True,4.16118320308403,-0.0654294201636698,0.788650705150399,3.77921918091892,-0.0398501311406547,0.9536946992901172,protein_coding,v45190,,,,,,,,,,,,,yes,
FBgn0028467,7227.FBpp0078927,CG11070,True,True,7.3683486423618305,-1.21853753084427,8.37380013526595e-33,5.89780784557843,0.8709686708400041,3.98202139931156e-06,protein_coding,v110416,P{KK101530}VIE-260B,30.0,29.0,28.0,28.0,24.0,24.0,23.0,23.0,,,,No,
FBgn0028497,7227.FBpp0071938,CG3530,True,True,5.707403187805508,-0.0519830534303293,0.733632582549694,5.37342065898633,-0.12283815157404494,0.7255310809409828,protein_coding,38340,y[1] v[1]; P{TRiP.HMS01807}attP2,15.0,11.0,71.0,56.0,62.0,49.0,134.0,131.0,,No,,Yes,
FBgn0028579,7227.FBpp0085459,phtf,True,True,9.12437922642274,0.3437207533937001,0.00038637072214356096,9.02681365874177,-0.21097491785097602,0.159126951055041,protein_coding,43631,,,,,,,,,,,,,,
FBgn0028647,7227.FBpp0289959,CG11902,True,True,4.73668956265337,-0.834619040822659,5.88127513037966e-06,3.6597643254019796,0.4795205207592021,0.3570879086370129,protein_coding,29363,"y1 v1; P{TRiP.JF02527}attP2/TM3, Sb1",25.0,23.0,8.0,8.0,35.0,34.0,27.0,24.0,,No,,No,
FBgn0028669,7227.FBpp0085786,Vha100-3,True,True,8.06671446935225,0.940553912642639,1.2599561008614401e-22,8.00429040652824,0.193258050886373,0.239423581287443,protein_coding,v110051,,,,,,,,,,,,,,
FBgn0028670,7227.FBpp0083071,Vha100-2,True,True,4.27833657815957,-0.59290406087963,0.0151886354279718,4.70965132174494,-1.87833524076103,7.43455697013845e-06,protein_coding,v30297,,,,,,,,,,,,,yes,
FBgn0028671,7227.FBpp0084743,Vha100-1,True,True,5.513293489802152,-0.847691970449398,9.79968189512068e-09,5.45208557201934,-1.3664488287455498,8.966795633452099e-08,protein_coding,26290,,,,,,,,,,,,,yes,
FBgn0028692,7227.FBpp0084754,Rpn2,True,True,8.55788358733463,-0.225660145068562,0.0212379204126706,8.0646385447176,0.0130860329414107,0.959745877942808,protein_coding,v44134,,,,,,,,,,,,,yes,
FBgn0028694,7227.FBpp0078664,Rpn11,True,True,6.989886503252111,-0.2253098283345589,0.0381103197333357,6.41442115343058,0.183231129922966,0.4348003040753871,protein_coding,v19272,w[1118]; P{GD8888}v19272,14.0,0.0,16.0,0.0,22.0,0.0,25.0,0.0,Meiotic arrest,No,26S Proteasome non-ATPase regulatory subunit 14,Yes,
FBgn0028734,7227.FBpp0300445,Fmr1,True,True,8.20966775202723,-1.08232952431632,2.26932710765861e-25,6.810082100271711,0.938662584701345,8.024283086181212e-10,protein_coding,34944,,,,,,,,,,,male pheno,,yes,
FBgn0028887,7227.FBpp0080237,CG3491,True,True,6.59478025479777,-1.26032642811123,7.74926956663688e-25,4.89234095872292,1.5581505796157,1.8177317823330696e-10,protein_coding,57556,,,,,,,,,,,,,,
FBgn0028892,7227.FBpp0080294,CG4161,True,True,8.27653888713742,1.4232641284523202,2.6430054371144003e-49,8.57755752437075,-0.234305321706618,0.11526812456421301,protein_coding,v26401,,,,,,,,,,,,,yes,
FBgn0028897,7227.FBpp0080383,CG4935,True,True,5.53258575444738,0.93217889946041,3.5549324394590394e-11,5.51835969210399,0.125081638023738,0.70486235579062,protein_coding,64512,,,,,,,,,,,,,,
FBgn0029121,7227.FBpp0076791,Sras,True,True,3.84841987574756,-1.7937809266684899,1.9889909962706602e-13,2.16644694439455,0.278394168299381,0.7255310809409828,protein_coding,65173,,,,,,,,,,,,,,
FBgn0029512,7227.FBpp0082065,Aos1,True,True,5.09651300568639,-2.16560078074993,2.22989307210718e-35,3.19662408092332,0.0882097623605022,0.9004362357698491,protein_coding,v18528,w[1118] P{GD8542}v18528,30.0,28.0,28.0,27.0,28.0,28.0,15.0,15.0,,No,,Yes,
FBgn0029778,7227.FBpp0070751,RhoGAP5A,True,True,2.9119166333914603,0.0244542526983897,0.9441443471194141,2.66951397576029,-0.20903490973741692,0.770679251460547,protein_coding,v41779,,,,,,,,,,,,,yes,
FBgn0029820,7227.FBpp0070786,CG16721,True,True,7.602429550992709,0.78897312494003,9.61906958903656e-16,7.64957344904621,-0.13973735863807402,0.4762567952066379,protein_coding,v25201,,,,,,,,,,,,,yes,
FBgn0029853,7227.FBpp0070860,CG3781,True,True,4.8387294460906505,1.5237767301789498,1.59003770447084e-18,5.10052856920974,-0.0158626859448303,0.9727161942205071,protein_coding,v7113,,,,,,,,,,,,,yes,
FBgn0029856,7227.FBpp0305700,CG11700,True,True,6.0002167853908706,-2.64180789506152,1.3616098374069488e-59,3.26275984252213,1.44241766248025,0.000682067676198926,protein_coding,32933,y1 sc* v1 sev21; P{TRiP.HMS00726}attP2,30.0,30.0,13.0,12.0,30.0,28.0,29.0,28.0,,No,,No,Mouse infertility reported
FBgn0029870,7227.FBpp0070873,Marf,True,True,7.279148308477909,0.144382602021798,0.17813185847774105,6.97131241752323,0.0179084670548404,0.954179499394811,protein_coding,55189,,,,,,,,,,,,,yes,
FBgn0029887,7227.FBpp0070951,CG3198,True,True,3.21504597695329,-0.5994541238098791,0.0523177155040626,2.65076569708141,-0.4053078390947321,0.5741588630118051,protein_coding,64514,,,,,,,,,,,,,,
FBgn0029891,7227.FBpp0099837,Pink1,True,True,7.87973879185625,0.915575371072819,3.65790154704309e-20,7.984794650652361,-0.16340342960443302,0.352718293912311,protein_coding,55886,,,,,,,,,,,male pheno,,yes,
FBgn0029911,7227.FBpp0071001,CG14435,True,True,4.27269119518925,0.13742508651281699,0.5302647844156071,3.9958398167327203,-0.0325475850345007,0.9593615920753292,protein_coding,v17600,,,,,,,,,,,,,yes,
FBgn0029928,7227.FBpp0070991,CG3032,True,True,1.6060892948107202,-0.48758654974542404,0.327362368521857,0.65391413399483,1.20874100057965,0.219029110417292,protein_coding,57560,y1 sc* v1 sev21; P{TRiP.HMC04877}attP40,25.0,24.0,12.0,12.0,30.0,27.0,32.0,30.0,,No,,No,
FBgn0029993,7227.FBpp0071062,CG1571,True,True,7.52714117286553,0.848335868749188,4.37700704722478e-17,7.3910243022018305,0.282972203197673,0.101326139561968,protein_coding,63642,y1 v1; P{TRiP.HMJ30209}attP40,25.0,25.0,11.0,10.0,29.0,29.0,29.0,29.0,,,,No,
FBgn0030008,7227.FBpp0071106,CG2129,True,True,3.6315790403465003,-1.55149366175727,7.9268463206402e-09,1.8755294122175905,1.10407876322088,0.09708522485620599,protein_coding,57423,y1 sc* v1 sev21; P{TRiP.HMC04730}attP40,27.0,27.0,25.0,24.0,27.0,26.0,25.0,24.0,,No,,No,
FBgn0030010,7227.FBpp0071108,CG10959,True,True,4.25135847052892,-1.0480763374365,4.2517542918070203e-07,2.89969227190591,0.868351440242857,0.0745608650937798,protein_coding,29361,"y1 v1; P{TRiP.JF02525}attP2/TM3, Sb1",22.0,22.0,10.0,9.0,13.0,12.0,32.0,30.0,,No,,No,
FBgn0030082,7227.FBpp0071221,HP1b,True,True,3.87834554983288,0.541042052905274,0.0192035533345071,3.90756515291996,-0.24006604642127105,0.629787931296525,protein_coding,v109735,,,,,,,,,,,,,yes,
FBgn0030099,7227.FBpp0071240,CG12056,True,True,2.52213298200857,-0.0508397424931796,0.899779547720621,2.07730176046302,0.15269045318384,0.8644054801999681,protein_coding,51395,y[1] v[1]; P{TRiP.GLC01627}attP2,26.0,20.0,25.0,23.0,23.0,15.0,83.0,69.0,,No,,No,
FBgn0030109,7227.FBpp0071269,CG12121,True,True,6.358230676037231,-0.6233035305266751,6.58916984563472e-07,5.6949337711695875,-0.10794788374028999,0.7449839384859459,protein_coding,61176,,,,,,,,,,,,,,
FBgn0030122,7227.FBpp0071254,Aladin,True,True,3.85102038735763,-2.36975967212456,1.7408950576127e-20,1.6529518906766498,0.3886608922300081,0.6791045721089489,protein_coding,51938,,,,,,,,,,,,,,
FBgn0030183,7227.FBpp0305119,CG15309,True,True,4.70118947880722,0.17785274379843802,0.3548747655308879,4.39677031771549,0.0738767570370791,0.883571878825302,protein_coding,29530,y[1] v[1]; P{TRiP.HM05209}attP2,23.0,12.0,37.0,31.0,37.0,35.0,76.0,71.0,,No,,No,
FBgn0030200,7227.FBpp0071383,RabX2,True,True,4.10746416907859,0.35540997022007303,0.10271869281953801,3.59956198489042,0.8407263031063579,0.034852843775547995,protein_coding,53928,,,,,,,,,,,,,,
FBgn0030221,7227.FBpp0071436,Rab9Db,True,False,1.7178007704427098,-2.41370137495056,3.88786969093395e-06,,,,protein_coding,38269,,,,,,,,,,,,,,
FBgn0030345,7227.FBpp0073411,CG1847,True,True,3.8978708380982203,-1.906770360329,2.6411927613309e-15,2.13331186867157,0.245491700809036,0.7661586146912029,protein_coding,v43702,,,,,,,,,,,,,yes,
FBgn0030354,7227.FBpp0073433,Upf1,True,True,7.03389680998357,-1.00109774720418,1.2900933520006299e-21,5.94286052377975,0.279182121639962,0.256145870557834,protein_coding,43144,,,,,,,,,,,,,yes,
FBgn0030377,7227.FBpp0073467,CG1924,True,True,5.2935281218661,-1.4765653367124298,3.4665472517169394e-19,3.60634200446025,0.9424574133681388,0.0145826354476347,protein_coding,v42397,w[1118]; P{GD15382}v42397,15.0,15.0,30.0,27.0,30.0,28.0,29.0,28.0,,No,,Yes,"Mouse infertility reported (normal spermartogenesis, defective sperm-ZP binding) - in DM it's three genes (CG1924, Cnx14D and Cnx99A) - possible redundancy?"
FBgn0030403,7227.FBpp0073491,CG1824,True,True,4.910864570953232,-1.00846178422882,3.7572761646452895e-09,3.80011571113024,0.294540940920061,0.5394271724129079,protein_coding,v106935,,,,,,,,,,,,,,
FBgn0030411,7227.FBpp0073508,CG2540,True,True,2.4434171567574,-2.0329107011749,3.6773357938886397e-07,0.8060273551005469,-0.17282236337168205,0.893527886034191,protein_coding,v104886,P{KK110925}VIE-260B,18.0,18.0,27.0,26.0,20.0,16.0,25.0,24.0,,,,No,
FBgn0030456,7227.FBpp0073557,CG4332,True,True,4.22001813942702,-0.45379169209014,0.0355798927835875,3.52063713445768,0.183782654529043,0.7537659619974529,protein_coding,34352,,,,,,,,,,,,,,
FBgn0030574,7227.FBpp0073761,CG9413,True,True,1.77243083638565,0.22305198947044197,0.6415049919315,3.37888174027089,-2.84487842423365,5.196162546127229e-11,protein_coding,v108867,,,,,,,,,,,,,yes,
FBgn0030581,7227.FBpp0294031,CG14408,True,True,3.5347615012223,-1.30202300223975,1.10918440807369e-06,2.29698389275487,0.10478022584334698,0.905894033401476,protein_coding,in-house line,,,,,,,,,,,,,New,
FBgn0030607,7227.FBpp0073778,dob,True,True,3.24207796708234,-2.49425148482678,7.918843186978771e-15,0.775128141802271,1.1375381442898702,0.21980943100031397,protein_coding,v14815,,,,,,,,,,,,,yes,
FBgn0030620,7227.FBpp0073816,CG5662,True,True,5.633431931029849,0.81574643896118,2.9981357348226e-09,5.598159579554629,0.0751045521831958,0.830772608097187,protein_coding,v102645,,,,,,,,,,,,,,
FBgn0030655,7227.FBpp0073887,CG9213,True,True,1.7569590042407501,0.0724614800626003,0.8825393976286171,1.2766708243028102,0.4808518659747589,0.617944558552745,protein_coding,64577,,,,,,,,,,,,,,
FBgn0030706,7227.FBpp0073931,Lrp4,True,True,3.8520998569672598,0.437820426766925,0.0825441349154428,3.66944162796632,0.0815287280735262,0.896613090547073,protein_coding,v29900,,,,,,,,,,,,,yes,
FBgn0030724,7227.FBpp0074034,Nipsnap,True,True,2.65158027310347,0.109981208383003,0.773367228704523,2.6489505089621,-0.637761192176175,0.27674410774962394,protein_coding,34887,,,,,,,,,,,,,,
FBgn0030735,7227.FBpp0111901,CG3632,True,True,3.5383803429896497,-0.660971557990801,0.0128385440002249,2.9893173100747,-0.42186076515937604,0.448700036711409,protein_coding,38341,,,,,,,,,,,,,yes,
FBgn0030753,7227.FBpp0074054,rngo,True,True,7.66077663027152,0.9550812201174541,1.1736546060644699e-21,7.771116366792881,-0.144058065083625,0.443749475363562,protein_coding,v40513,w[1118] P{GD11310}v40513,15.0,13.0,25.0,24.0,30.0,26.0,21.0,18.0,,,,Yes,
FBgn0030768,7227.FBpp0074150,CG9723,True,True,6.5433119531082795,-0.4309663673179989,0.00016335227779501298,5.37997078074471,1.55232883471642,7.061403123229409e-14,protein_coding,v37412,w[1118]; P{GD3395}v37412/TM3,27.0,26.0,25.0,25.0,29.0,29.0,20.0,19.0,,No,,Yes,
FBgn0030871,7227.FBpp0074246,CG8142,True,True,3.3910059709971,-1.3915919054695,6.24005169662636e-07,1.7141376378442201,1.26082687481667,0.059945919410014,protein_coding,v10881,,,,,,,,,,,,,yes,
FBgn0030874,7227.FBpp0074239,Spt7,True,True,3.7712396422252,-1.98624221764715,5.9433427081561e-09,1.44063314106443,2.19420177097423,0.00459399596962689,protein_coding,42552,,,,,,,,,,,,,,
FBgn0030993,7227.FBpp0074440,Mec2,True,True,1.08964970896558,0.00622168476572495,0.991953019556968,2.19280736860068,-2.32622156525711,7.39859410934735e-06,protein_coding,61259,,,,,,,,,,,,,yes,
FBgn0031020,7227.FBpp0074480,Naa15-16,True,True,7.32925686730528,-0.54887483337452,5.429284642829268e-08,6.45014534974355,0.455100355648894,0.0122121190470553,protein_coding,v17571,,,,,,,,,,,,,yes,
