id_gene_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,HS_up,HS_down,id_gene_MM,gene_MM,MM_up,MM_down,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Overlapping,Previous ref to RNAi working
FBgn0034127,CG7848,True,True,ENSG00000151376,ME3,False,True,ENSMUSG00000030621,Me3,True,False,,,,,,,,,,,,,,,
FBgn0029155,Men-b,True,True,ENSG00000151376,ME3,False,True,ENSMUSG00000030621,Me3,True,False,,,,,,,,,,,,,,,
FBgn0029153,Menl-2,True,True,ENSG00000151376,ME3,False,True,ENSMUSG00000030621,Me3,True,False,,,,,,,,,,,,,,,
FBgn0029154,Menl-1,True,True,ENSG00000151376,ME3,False,True,ENSMUSG00000030621,Me3,True,False,,,,,,,,,,,,,,,
FBgn0038167,Lkb1,True,True,ENSG00000118046,STK11,True,False,ENSMUSG00000003068,Stk11,True,False,,,,,,,,,,,,,,,
FBgn0029928,CG3032,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0030008,CG2129,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0030010,CG10959,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0025874,Meics,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0035691,CG7386,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0022935,D19A,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0022699,D19B,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0037085,Neu2,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0032295,CG12299,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0020309,crol,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",v7779,w[1118]; P{GD1410}v7779,30.0,29.0,30.0,29.0,23.0,20.0,28.0,27.0,,,,,Yes
FBgn0037717,CG8301,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0037722,CG8319,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0038047,CG5245,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",57445,y[1] sc[*] v[1]; P{TRiP.HMC04753}attP40,30.0,26.0,20.0,17.0,28.0,20.0,20.0,20.0,,,,,No
