id_gene,id_string,gene,Middle_vs_Apical,Basal_vs_Middle,logCPM_MiddleApical,logFC_MiddleApical,FDR_MiddleApical,logCPM_BasalMiddle,logFC_BasalMiddle,FDR_BasalMiddle,biotype,Stock Number,Transgene,status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously known to affect male fertility/sperm cells,Function,Previous ref to RNAi working,Other species infertility phenotype?,Flybase link,id_gene_HS,id_gene_MM,gene_HS,gene_MM
FBgn0026079,7227.FBpp0070637,Nsun2,True,True,4.98672659124709,-1.09252903473476,7.266861180772959e-11,3.83724110237656,-0.240885055192213,0.631901102871213,protein_coding,62495,P{TRiP.HMJ24019}attP40,Pending,,,,,,,,,,No,Unknown (predicted methyltransferase activity and tRNA (cytosine-5-)-methyltransferase activity).,No ,Mouse infertility. Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3624257/), http://flybase.org/reports/FBgn0026079,ENSG00000037474,ENSMUSG00000021595,NSUN2,Nsun2
FBgn0026080,7227.FBpp0070636,Tip60,True,True,3.59241133725344,-1.33628140163411,3.65576240075809e-07,2.25267895957683,-0.287582584485226,0.7130111788511039,protein_coding,35243,P{TRiP.GL00130}attP2,Ordered,,,,,,,,,,No,"Lysine acetyltransferase that acetylates histone proteins to regulate chromatin packaging and epigenetic gene control. It also acetylates non-histone proteins, and plays a role in apoptosis, DNA repair and various neural processes.",Yes ,, http://flybase.org/reports/FBgn0026080,ENSG00000172977,ENSMUSG00000024926,KAT5,Kat5
FBgn0026192,7227.FBpp0074229,par-6,True,True,5.1431760753693,-0.504160731204996,0.00225629574494984,4.44216602178436,-0.10050547548672098,0.8328960865064571,protein_coding,38361,P{TRiP.HMS01829}attP2,Pending,,,,,,,,,,No,"Scaffold protein that forms a complex with the products of baz and aPKC and with other cortical, cytoskeletal and regulatory proteins.",Yes ,, http://flybase.org/reports/FBgn0026192,ENSG00000124171,ENSMUSG00000005699,PARD6B,Pard6a
FBgn0026432,7227.FBpp0075793,Grip163,True,True,4.466822899513111,-1.31492541350143,1.0662700131938e-09,2.93159805211746,-0.888105629048758,0.0707450955858833,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000128159,ENSMUSG00000051786,TUBGCP6,Tubgcp6
FBgn0026616,7227.FBpp0082633,alpha-Man-IIb,True,True,2.2245966134526602,-0.34191481837732696,0.456473362964245,1.66894893306266,0.0243042624699772,0.9850403920852959,protein_coding,v108043,P{KK106563}VIE-260B,Screened,30.0,28.0,26.0,26.0,26.0,25.0,30.0,28.0,,No,Mannosidase involved in cellular encapsulation response and glycoprotein metabolism.,No ,Mouse infertility 2/2 (Man2a2). Defective adhesion between somatic and germ cells (https://www.ncbi.nlm.nih.gov/pubmed/12417422),http://flybase.org/reports/FBgn0026616,ENSG00000196547,ENSMUSG00000038886,MAN2A2,Man2a2
FBgn0026630,7227.FBpp0074786,nes,True,True,6.32469606168222,-0.553797289644272,2.96857978671959e-06,5.74652569519369,0.20240009614805896,0.458687554810206,protein_coding,62490,P{TRiP.HMJ24013}attP40/CyO,Screened,26.0,24.0,5.0,5.0,25.0,23.0,29.0,26.0,,No,Lysophospholipid acyltransferase that is required redundantly with the product of oys for germ cell migration and spermatid individualization.,No ,, http://flybase.org/reports/FBgn0026630,ENSG00000111684,ENSMUSG00000004270,LPCAT3,Lpcat3
FBgn0026679,7227.FBpp0071178,IntS4,True,True,2.55110283751355,-0.120984385204435,0.794224053937169,2.3804921222386097,0.41650380449061497,0.548790376470757,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000149262,ENSMUSG00000025133,INTS4,Ints4
FBgn0026777,7227.FBpp0305835,Rad23,True,True,6.75305893025423,-1.10576305282702,3.3572657431317205e-24,5.47951017801185,-0.5416113991615129,0.0183390661981124,protein_coding,44465,P{TRiP.GLC01621}attP2,Pending,,,,,,,,,,No,"Evolutionarily conserved member of the proteasome-associated proteins. It acts as a shuttle -or bridge- protein helping ubiquitinated proteins to interact with the proteasome, which in turn regulates their turnover.",No ,, http://flybase.org/reports/FBgn0026777,ENSG00000179262,ENSMUSG00000003813,RAD23A,Rad23a
FBgn0026787,7227.FBpp0290667,Nhe1,True,True,5.79469722686622,-0.35929730458575604,0.010757081564751,5.06921307333753,-0.36660431543050603,0.22157051640756,protein_coding,v7245,P{GD775}v7245,Screened,17.0,17.0,28.0,28.0,28.0,27.0,26.0,26.0,,No,Unknown (predicted potassium-proton antiporter activity and sodium-proton antiporter activity).,Yes ,Mouse infertility. Spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491771/),http://flybase.org/reports/FBgn0026787,ENSG00000197818,ENSMUSG00000039463,SLC9A8,Slc9a8
FBgn0026876,7227.FBpp0070235,CG11403,True,True,2.1010505069289,-2.04876263351378,7.427666142545779e-06,0.772847388002003,0.682170480341323,0.511534565655315,protein_coding,51800,P{TRiP.HMC03357}attP40,Pending,,,,,,,,,,No,"Unknown (predicted ATP and DNA binding, helicase activity and hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides).",No ,, http://flybase.org/reports/FBgn0026876,ENSG00000013573,ENSMUSG00000035842,DDX11,Ddx11
FBgn0027055,7227.FBpp0077927,CSN3,True,True,5.8420401359300005,-1.5753377535471895,1.27477848659918e-30,4.36365620099801,-0.21048002890819692,0.625406397146398,protein_coding,33369,P{TRiP.HMS00242}attP2,Ordered,,,,,,,,,,"Yes, but in somatic cells. Required for normal germ line-soma contacts (https://www.sciencedirect.com/science/article/pii/S0012160614005910?via%3Dihub)",Subunit 3 of the COP9 signalosome (CSN) and is essential for the stability of the complex.,Yes ,, http://flybase.org/reports/FBgn0027055,ENSG00000141030,ENSMUSG00000019373,COPS3,Cops3
FBgn0027095,7227.FBpp0082735,Manf,True,True,5.979132376252919,-0.769269271931991,2.44120802858832e-09,5.094151829380481,-0.14869881177614902,0.679601856846879,protein_coding,v12834,P{GD4793}v12834,Pending,,,,,,,,,,No,"Evolutionarily conserved neurotrophic factor. It contributes to dopamine neuron survival, regulation of unfolded protein response and retinal repair.",Yes ,,http://flybase.org/reports/FBgn0027095,ENSG00000145050,ENSMUSG00000032575,MANF,Manf
FBgn0027279,7227.FBpp0288801,l(1)G0196,True,True,7.00375245169021,0.848841566017799,5.596154594072531e-14,7.14668382017718,0.270532529624713,0.141903690850323,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000168781,ENSMUSG00000033526,PPIP5K1,Ppip5k1
FBgn0027330,7227.FBpp0071217,l(1)G0020,True,True,2.50898059998125,-2.1125188012197,6.89751360208405e-07,0.881073127648582,0.336200748778407,0.7861431465100029,protein_coding,v13479,P{GD3539}v13479,Screened,23.0,17.0,31.0,29.0,31.0,28.0,30.0,26.0,,No,Unknown (predicted ATP binding and rRNA cytidine N-acetyltransferase activity).,Yes ,,http://flybase.org/reports/FBgn0027330,ENSG00000135372,ENSMUSG00000027185,NAT10,Nat10
FBgn0027341,7227.FBpp0291990,Gfat1,True,True,0.928001008456147,0.8897116550243829,0.11772036131616,1.15313663967227,0.4425125997647271,0.680941909226791,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000131459,ENSMUSG00000029992,GFPT2,Gfpt1
FBgn0027507,7227.FBpp0304298,CG1344,True,True,4.42940010942617,-1.7418700409427699,1.61355526771407e-16,2.8195324140046205,-0.2309388284435949,0.7396784352681122,protein_coding,35261,P{TRiP.GL00152}attP2,Screened,30.0,24.0,21.0,14.0,27.0,26.0,33.0,32.0,,No,Unknown (predicted NOT kinase activity).,Yes ,, http://flybase.org/reports/FBgn0027507,ENSG00000000457,ENSMUSG00000026584,SCYL3,Scyl3
FBgn0027509,7227.FBpp0077502,TBCD,True,True,6.712209737229768,-1.23116172853317,2.17596719968254e-28,5.2557327659141,-0.806987941784225,0.000367691178068149,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000141556,ENSMUSG00000039230,TBCD,Tbcd
FBgn0027518,7227.FBpp0303329,Wdr24,True,True,3.2011229793195097,-2.07351481793735,6.969181638493979e-11,1.2098496483622199,-0.552935013769702,0.5789119926458779,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000127580,ENSMUSG00000025737,WDR24,Wdr24
FBgn0027524,7227.FBpp0081650,CG3909,True,True,5.30405994299844,-1.27856315666573,1.74321924320945e-15,3.95279108955177,-0.42018605990411,0.324196151154373,protein_coding,57377,P{TRiP.HMC04664}attP40,Pending,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0027524,ENSG00000140395,ENSMUSG00000061559,WDR61,Wdr61
FBgn0027568,7227.FBpp0304507,Cand1,True,True,8.85233606532776,0.387867047018934,4.68171660557466e-05,8.737578369149691,0.14068725359573,0.40339132196419397,protein_coding,33990,P{TRiP.HMS00950}attP2,Ordered,,,,,,,,,,No,Unknown.,No ,, http://flybase.org/reports/FBgn0027568,ENSG00000111530,ENSMUSG00000020114,CAND1,Cand1
FBgn0027580,7227.FBpp0087539,PCB,True,True,8.20219492301674,0.554117453736432,6.241796814345231e-08,7.98227299912267,-0.215153755069629,0.195217593317448,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000173599,ENSMUSG00000024892,PC,Pcx
FBgn0027587,7227.FBpp0303824,CG7028,True,True,5.04053139740545,-0.0684063532400903,0.7108891381035791,4.5272307259195195,-0.25028159696551106,0.515632721365825,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000112739,ENSMUSG00000021413,PRPF4B,Prpf4b
FBgn0027610,7227.FBpp0082215,Dic1,True,True,4.842030957223161,-0.578562187157932,0.0014321306754317,4.03699172192425,-0.24117861234359306,0.6090174536850059,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000183048,ENSMUSG00000025792,SLC25A10,Slc25a10
FBgn0027864,7227.FBpp0071168,Ogg1,True,True,1.7486177409336001,-1.5948898481817702,0.0008873817369016321,0.6987025195967551,0.660911278302958,0.522922537006281,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000114026,ENSMUSG00000030271,OGG1,Ogg1
FBgn0027866,7227.FBpp0078595,CG9776,True,True,7.37996441656549,0.271562205146381,0.0101351115956552,7.19637373892668,0.108856922828764,0.631901102871213,protein_coding,v107811,P{KK109675}VIE-260B,Screened,30.0,0.0,30.0,0.0,27.0,7.0,30.0,0.0,"Very few sperm, all immotile/dead. Individualization defect.",No,Unknown.,No ,,http://flybase.org/reports/FBgn0027866,ENSG00000171467,ENSMUSG00000015597,ZNF318,Zfp318
FBgn0027885,7227.FBpp0080554,Aac11,True,True,6.75240635071869,-2.29544951252681,2.109005724093819e-85,4.56914141781382,-0.5541829330781249,0.0735013720766601,protein_coding,v51472,P{GD1338}v51472,Pending,,,,,,,,,,No,Protein binding; belongs to the API5 (apoptosis inhibitor 5) family.,Yes ,,http://flybase.org/reports/FBgn0286781,ENSG00000166181,ENSMUSG00000027193,API5,Api5
FBgn0027950,7227.FBpp0081547,MBD-like,True,True,5.38738327334067,0.0562229449910444,0.73466847197974,5.15964517368295,0.21578494459470604,0.4977116258056379,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000134046,ENSMUSG00000035478,MBD2,Mbd3
FBgn0028292,7227.FBpp0071252,ric8a,True,True,4.8249169713814,-0.9796745661185121,2.32437294744283e-08,3.55162176852155,-0.758868464111492,0.0697943077053114,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000111785,ENSMUSG00000025485,RIC8B,Ric8a
FBgn0028343,7227.FBpp0290627,Ankle2,True,True,4.89292900292305,-1.5401790679678702,4.205718242326748e-16,3.6395817767725003,0.219863730948238,0.7001627049220299,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000176915,ENSMUSG00000029501,ANKLE2,Ankle2
FBgn0028360,7227.FBpp0070911,Cdc7,True,True,8.29824769950452,0.905601908522989,7.7951457873252e-20,8.35825043807214,0.0843859755205214,0.678885783407897,protein_coding,36625,P{TRiP.GL00585}attP2,Ordered,,,,,,,,,,No,Conserved protein kinase that is activated by the regulatory subunit encoded by chif during late G1/S of the cell cycle. The activated product of Cdc7 promotes the initiation of DNA replication through phosphorylation.,Yes ,, http://flybase.org/reports/FBgn0028360,ENSG00000097046,ENSMUSG00000029283,CDC7,Cdc7
FBgn0028387,7227.FBpp0304793,chm,True,True,6.55427521385489,0.6351031214310511,2.31807775458822e-08,6.50852525094799,0.06772781250770099,0.8198062797671171,protein_coding,27027,P{TRiP.JF02348}attP2,Crossed 11/11,,,,,,,,,,No,Histone acetyl transferase involved in epigenetic mechanisms of transcriptional control and regulation of replication origin activity. ,Yes ,, http://flybase.org/reports/FBgn0028387,"ENSG00000136504,ENSG00000083168","ENSMUSG00000038909,ENSMUSG00000021767","KAT7,KAT6A","Kat7,Kat6b"
FBgn0028425,7227.FBpp0088925,JhI-21,True,True,4.16118320308403,-0.0654294201636698,0.788650705150399,3.77921918091892,0.0398501311406547,0.9536946992901172,protein_coding,v45190,P{GD3466}v45190,Pending,,,,,,,,,,No,Unknown (predicted L-amino acid transmembrane transporter activity).,Yes ,,http://flybase.org/reports/FBgn0028425,"ENSG00000151012,ENSG00000103064","ENSMUSG00000000958,ENSMUSG00000040010","SLC7A11,SLC7A6","Slc7a7,Slc7a5"
FBgn0028426,7227.FBpp0087449,RNaseZ,True,True,3.13629814698851,-1.36696889437944,1.1590149028292401e-05,1.802832808422,-0.19392265591333704,0.844071017688657,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000006744,ENSMUSG00000020549,ELAC2,Elac2
FBgn0028467,7227.FBpp0078927,CG11070,True,True,7.3683486423618305,-1.21853753084427,8.37380013526595e-33,5.89780784557843,-0.8709686708400041,3.98202139931156e-06,protein_coding,v110416,P{KK101530}VIE-260B,Screened,30.0,29.0,28.0,28.0,24.0,24.0,23.0,23.0,,No,Unknown (predicted ubiquitin-ubiquitin ligase activity).,No ,,http://flybase.org/reports/FBgn0028467,ENSG00000110344,ENSMUSG00000059890,UBE4A,Ube4a
FBgn0028497,7227.FBpp0071938,CG3530,True,True,5.707403187805508,-0.0519830534303293,0.733632582549694,5.37342065898633,0.12283815157404494,0.7255310809409828,protein_coding,38340,P{TRiP.HMS01807}attP2,Screened,15.0,11.0,71.0,56.0,62.0,49.0,134.0,131.0,,No,"Protein-tyrosine-phosphatase, Phosphatidylinositol-3-phosphatase.",Yes ,, http://flybase.org/reports/FBgn0028497,ENSG00000139505,ENSMUSG00000021987,MTMR6,Mtmr6
FBgn0028539,7227.FBpp0110241,Eato,True,True,7.003352201315559,-1.23255512608311,4.1271983632019e-29,5.83881111406953,-0.095240505872504,0.770679251460547,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000154265,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800",ABCA5,"Abca1,Abca3,Abca5"
FBgn0028579,7227.FBpp0085459,phtf,True,True,9.12437922642274,0.3437207533937001,0.00038637072214356096,9.02681365874177,0.21097491785097602,0.159126951055041,protein_coding,43631,P{TRiP.GL01175}attP2,Pending,,,,,,,,,,No,Unknown (predicted DNA-binding transcription factor activity).,No ,, http://flybase.org/reports/FBgn0028579,ENSG00000006576,ENSMUSG00000058388,PHTF2,Phtf1
FBgn0028647,7227.FBpp0289959,CG11902,True,True,4.73668956265337,-0.834619040822659,5.88127513037966e-06,3.6597643254019796,-0.4795205207592021,0.3570879086370129,protein_coding,29363,"P{TRiP.JF02527}attP2/TM3, Sb1",Screened,25.0,23.0,8.0,8.0,35.0,34.0,27.0,24.0,,No,"Unknown (predicted DNA-binding transcription factor activity, nucleic acid binding and zinc ion binding).",No ,, http://flybase.org/reports/FBgn0028647,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141"
FBgn0028669,7227.FBpp0085786,Vha100-3,True,True,8.06671446935225,0.940553912642639,1.2599561008614401e-22,8.00429040652824,-0.193258050886373,0.239423581287443,protein_coding,v110051,P{KK104744}VIE-260B,Pending,,,,,,,,,,No,"Unknown (predicted proton-transporting ATPase activity, rotational mechanism).",No ,,http://flybase.org/reports/FBgn0028669,ENSG00000033627,ENSMUSG00000019302,ATP6V0A1,Atp6v0a1
FBgn0028670,7227.FBpp0083071,Vha100-2,True,True,4.27833657815957,-0.59290406087963,0.0151886354279718,4.70965132174494,1.87833524076103,7.43455697013845e-06,protein_coding,v30297,P{GD3647}v30297,Pending,,,,,,,,,,No,"Unknown (predicted ATPase binding and to contribute to proton-transporting ATPase activity, rotational mechanism).",Yes ,,http://flybase.org/reports/FBgn0028670,ENSG00000033627,ENSMUSG00000019302,ATP6V0A1,Atp6v0a1
FBgn0028671,7227.FBpp0084743,Vha100-1,True,True,5.513293489802152,-0.847691970449398,9.79968189512068e-09,5.45208557201934,1.3664488287455498,8.966795633452099e-08,protein_coding,26290,P{TRiP.JF02059}attP2,Crossed 11/11,,,,,,,,,,No,"Subunit of the V0 domain of V-ATPase, which acidifies autophagosomes and lysosomes in neurons.",Yes ,, http://flybase.org/reports/FBgn0028671,ENSG00000033627,ENSMUSG00000019302,ATP6V0A1,Atp6v0a1
FBgn0028684,7227.FBpp0083843,Rpt5,True,True,6.92988048343368,-1.0414776648100001,3.52209310766061e-22,5.8737446195931104,-0.141619483561319,0.629904766311979,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000165916,ENSMUSG00000002102,PSMC3,Psmc3
FBgn0028692,7227.FBpp0084754,Rpn2,True,True,8.55788358733463,-0.225660145068562,0.0212379204126706,8.0646385447176,-0.0130860329414107,0.959745877942808,protein_coding,v44134,P{GD7421}v44134,Screened,32.0,0.0,22.0,0.0,30.0,0.0,28.0,0.0,No sperm. Cells incapable of completing meiosis.,No,Zinc ion binding and predicted to contribute to endopeptidase activity and enzyme regulator activity.,Yes ,,http://flybase.org/reports/FBgn0028692,ENSG00000173692,ENSMUSG00000026229,PSMD1,Psmd1
FBgn0028694,7227.FBpp0078664,Rpn11,True,True,6.989886503252111,-0.2253098283345589,0.0381103197333357,6.41442115343058,-0.183231129922966,0.4348003040753871,protein_coding,v19272,P{GD8888}v19272,Screened,14.0,0.0,16.0,0.0,22.0,0.0,25.0,0.0,No sperm. Meiotic arrest.,No,26S Proteasome non-ATPase regulatory subunit 14,Yes ,,http://flybase.org/reports/FBgn0028694,ENSG00000115233,ENSMUSG00000026914,PSMD14,Psmd14
FBgn0028734,7227.FBpp0300445,Fmr1,True,True,8.20966775202723,-1.08232952431632,2.26932710765861e-25,6.810082100271711,-0.938662584701345,8.024283086181212e-10,protein_coding,34944,P{TRiP.HMS00248}attP2,Ordered,,,,,,,,,,Yes. Deregulation of transposon activity (https://jcs.biologists.org/content/128/11/2070),"RNA and channel binding protein. It acts as a neural growth brake regulating RNA trafficking, RNA translation and neuronal excitability.",Yes,, http://flybase.org/reports/FBgn0028734,ENSG00000129245,ENSMUSG00000027680,FXR2,Fxr1
FBgn0028836,7227.FBpp0087821,CSN7,True,True,6.38024616363466,-0.0524075381010496,0.6935582892246529,5.904487937987,-0.162849058242053,0.5748382576419461,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000111652,ENSMUSG00000030127,COPS7A,Cops7a
FBgn0028897,7227.FBpp0080383,CG4935,True,True,5.53258575444738,0.93217889946041,3.5549324394590394e-11,5.51835969210399,-0.125081638023738,0.70486235579062,protein_coding,64512,P{TRiP.HMC05530}attP40,Pending,,,,,,,,,,No,Unknown (predicted molecular adaptor activity).,No ,, http://flybase.org/reports/FBgn0028897,ENSG00000123154,ENSMUSG00000005150,WDR83,Wdr83
FBgn0028932,7227.FBpp0302874,CG16890,True,True,4.04850661731453,-2.4351117820339905,4.69595590691051e-24,1.70299262670134,-0.6643027730013239,0.39822571003,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000148690,ENSMUSG00000054237,FRA10AC1,Fra10ac1
FBgn0028968,7227.FBpp0085155,gammaCOP,True,True,5.85548820641433,-1.07127735675473,7.229667206764118e-16,5.0682316409778,0.4446947566679361,0.106087634831101,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000158623,ENSMUSG00000025607,COPG2,Copg2
FBgn0028997,7227.FBpp0081561,nmdyn-D7,True,True,7.899416406046258,0.634859261586124,1.3090020875193801e-10,7.675409430644269,-0.2990154022658,0.0532358655424671,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000143156,ENSMUSG00000026575,NME7,Nme7
FBgn0029094,7227.FBpp0074715,asf1,True,True,2.85890452047781,-1.82205445851047,1.49901792560332e-07,1.19446827212126,-0.21210060790622606,0.856327688551991,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000105011,ENSMUSG00000005470,ASF1B,Asf1b
FBgn0029121,7227.FBpp0076791,Sras,True,True,3.84841987574756,-1.7937809266684899,1.9889909962706602e-13,2.16644694439455,-0.278394168299381,0.7255310809409828,protein_coding,65173,P{TRiP.HMC05939}attP40,Pending,,,,,,,,,,No,"Unknown (predicted cysteine-type endopeptidase activity, metalloendopeptidase activity).",No ,, http://flybase.org/reports/FBgn0029121,ENSG00000173653,ENSMUSG00000024889,RCE1,Rce1
FBgn0029152,7227.FBpp0078038,Mkrn1,True,True,7.295270477886442,0.149147285831949,0.17813185847774105,6.99065201246777,-0.0153048939623973,0.960514797135133,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000133606,ENSMUSG00000029922,MKRN1,Mkrn1
FBgn0029155,7227.FBpp0290922,Men-b,True,True,7.5425135141419295,-0.691525084264277,3.15163958423361e-12,6.78522103573395,0.00111548107850511,0.9976427832604841,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000151376,ENSMUSG00000030621,ME3,Me3
FBgn0029512,7227.FBpp0082065,Aos1,True,True,5.09651300568639,-2.16560078074993,2.22989307210718e-35,3.19662408092332,-0.0882097623605022,0.9004362357698491,protein_coding,v18528,P{GD8542}v18528,Screened,30.0,28.0,28.0,27.0,28.0,28.0,15.0,15.0,,No,One of two subunits (along with the product of Uba2) of the heterodimeric SUMO activating enzyme.,Yes ,,http://flybase.org/reports/FBgn0029512,ENSG00000142230,ENSMUSG00000052833,SAE1,Sae1
FBgn0029714,7227.FBpp0070646,CG3527,True,True,2.61674970250677,-1.73709733947264,2.56699687013238e-06,0.886114345716269,-0.607042296014677,0.566143196808071,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000126749,ENSMUSG00000004268,EMG1,Emg1
FBgn0029778,7227.FBpp0070751,RhoGAP5A,True,True,2.9119166333914603,0.0244542526983897,0.9441443471194141,2.66951397576029,0.20903490973741692,0.770679251460547,protein_coding,v41779 - unavail. stock,P{GD10450}v41779/TM3,Pending,,,,,,,,,,No,GTPase activating protein involved in adherens junction maintenance and regulation of ERK MAP kinase signaling.,Yes ,,http://flybase.org/reports/FBgn0029778,ENSG00000128656,"ENSMUSG00000004633,ENSMUSG00000056486",CHN1,"Chn2,Chn1"
FBgn0029820,7227.FBpp0070786,CG16721,True,True,7.602429550992709,0.78897312494003,9.61906958903656e-16,7.64957344904621,0.13973735863807402,0.4762567952066379,protein_coding,v25201,P{GD9190}v25201,Pending,,,,,,,,,,No,Unknown.,Yes ,,http://flybase.org/reports/FBgn0029820,ENSG00000176148,ENSMUSG00000062859,TCP11L1,Tcp11
FBgn0029870,7227.FBpp0070873,Marf,True,True,7.279148308477909,0.144382602021798,0.17813185847774105,6.97131241752323,-0.0179084670548404,0.954179499394811,protein_coding,55189,P{TRiP.HMC03883}attP40,Pending,,,,,,,,,,No,Dynamin-family GTPase that mediates outer mitochondrial membrane tethering and fusion.,Yes,, http://flybase.org/reports/FBgn0029870,ENSG00000171109,ENSMUSG00000029020,MFN1,Mfn2
FBgn0029887,7227.FBpp0070951,CG3198,True,True,3.21504597695329,-0.5994541238098791,0.0523177155040626,2.65076569708141,0.4053078390947321,0.5741588630118051,protein_coding,64514,P{TRiP.HMC05532}attP40,Pending,,,,,,,,,,No,Unknown (predicted mRNA binding).,No ,, http://flybase.org/reports/FBgn0029887,ENSG00000108848,ENSMUSG00000020863,LUC7L3,Luc7l3
FBgn0029891,7227.FBpp0099837,Pink1,True,True,7.87973879185625,0.915575371072819,3.65790154704309e-20,7.984794650652361,0.16340342960443302,0.352718293912311,protein_coding,55886,P{TRiP.HMC04160}attP2,Pending,,,,,,,,,,Yes. Spermiogenesis defects (http://dx.doi.org/10.1038/nature04779),"Ortholog of human PINK1, a gene mutated in autosomal recessive Parkinson's disease. Pink1 encodes a mitochondrially targeted Ser-Thr kinase.",Yes ,, http://flybase.org/reports/FBgn0029891,ENSG00000158828,ENSMUSG00000028756,PINK1,Pink1
FBgn0029906,7227.FBpp0070931,xit,True,True,2.7572947066705202,-1.7210384823209501,1.63787342812515e-06,1.39242108588776,0.428011983851941,0.676300237867608,protein_coding,,,,,,,,,,,,,,,,,,ENSG00000159063,ENSMUSG00000035704,ALG8,Alg8
FBgn0029911,7227.FBpp0071001,CG14435,True,True,4.27269119518925,0.13742508651281699,0.5302647844156071,3.9958398167327203,0.0325475850345007,0.9593615920753292,protein_coding,v17600,P{GD8324}v17600,Pending,,,,,,,,,,No,Unknown (predicted ubiquitin-protein transferase activity).,Yes ,,http://flybase.org/reports/FBgn0029911,ENSG00000180233,ENSMUSG00000058446,ZNRF2,Znrf2
