id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3BBXC,9606.ENSP00000016171,10090.ENSMUSP00000041820,7227.FBpp0072117,heme a metabolic process
3BBXD,9606.ENSP00000358262,10090.ENSMUSP00000029730,,ATP-dependent DNA helicase activity
3BBXE,9606.ENSP00000388731,10090.ENSMUSP00000107415,,antigen 2
3BBXF,9606.ENSP00000349078,,7227.FBpp0087266,dimethylallyltranstransferase activity
3BBXG,9606.ENSP00000376808,10090.ENSMUSP00000034529,7227.FBpp0084786,Belongs to the cullin family
3BBXH,,,7227.FBpp0111930,Glucose-6-phosphatase
3BBXI,"9606.ENSP00000167106,9606.ENSP00000428324",10090.ENSMUSP00000036768,,negative regulation of lymphangiogenesis
3BBXK,,,7227.FBpp0298351,"Arrestin (or S-antigen), C-terminal domain"
3BBXM,9606.ENSP00000261778,10090.ENSMUSP00000043953,7227.FBpp0080677,Transport and Golgi organization
3BBXN,"9606.ENSP00000218089,9606.ENSP00000372689","10090.ENSMUSP00000063250,10090.ENSMUSP00000116205","7227.FBpp0078977,7227.FBpp0291002",regulation of mitotic spindle assembly
3BBXQ,9606.ENSP00000264731,10090.ENSMUSP00000110965,7227.FBpp0083753,Belongs to the p53 family
3BBXR,9606.ENSP00000226760,10090.ENSMUSP00000048053,7227.FBpp0083728,negative regulation of ATF6-mediated unfolded protein response
3BBXS,9606.ENSP00000439378,,,Protein SSUH2 homolog
3BBXU,9606.ENSP00000233146,10090.ENSMUSP00000024967,7227.FBpp0301208,Component of the post-replicative DNA mismatch repair system (MMR)
3BBXV,,10090.ENSMUSP00000037609,,Negative regulator of p53/TP53
3BBXW,9606.ENSP00000368648,10090.ENSMUSP00000136503,,regulation of sequestering of zinc ion
3BBXX,9606.ENSP00000306991,,,extracellular polysaccharide metabolic process
3BBXY,"9606.ENSP00000262094,9606.ENSP00000379601",10090.ENSMUSP00000034722,7227.FBpp0070280,positive regulation of constitutive secretory pathway
3BBXZ,9606.ENSP00000319851,10090.ENSMUSP00000065542,"7227.FBpp0073791,7227.FBpp0073800,7227.FBpp0073803",choline dehydrogenase activity
3BBY0,"9606.ENSP00000347915,9606.ENSP00000386181","10090.ENSMUSP00000097574,10090.ENSMUSP00000097575,10090.ENSMUSP00000097576",,intraciliary transport
3BBY1,9606.ENSP00000457168,10090.ENSMUSP00000074862,,corpus callosum morphogenesis
3BBY2,"9606.ENSP00000253083,9606.ENSP00000336747","10090.ENSMUSP00000000939,10090.ENSMUSP00000059033",7227.FBpp0075680,Huntingtin interacting protein 1
3BBY3,"9606.ENSP00000223642,9606.ENSP00000245907","10090.ENSMUSP00000024988,10090.ENSMUSP00000069418",,Complement
3BBY4,9606.ENSP00000257515,10090.ENSMUSP00000093878,,"Family with sequence similarity 189, member A2"
3BBY5,9606.ENSP00000261405,10090.ENSMUSP00000107873,"7227.FBpp0073985,7227.FBpp0075495",Von Willebrand factor
3BBY6,9606.ENSP00000247706,10090.ENSMUSP00000008094,,hydrolase activity
3BBY7,9606.ENSP00000193322,10090.ENSMUSP00000035516,,osteoclast differentiation
3BBY8,9606.ENSP00000325017,10090.ENSMUSP00000042260,7227.FBpp0084818,meiotic chromosome condensation
3BBY9,9606.ENSP00000401191,10090.ENSMUSP00000083146,7227.FBpp0302559,rRNA (guanine-N7)-methylation
3BBYA,9606.ENSP00000429344,10090.ENSMUSP00000086646,,Paraneoplastic Ma antigen 2
3BBYB,9606.ENSP00000228347,10090.ENSMUSP00000076418,7227.FBpp0087085,transcription by RNA polymerase III
3BBYC,,10090.ENSMUSP00000026976,7227.FBpp0112104,protein insertion into ER membrane
3BBYD,"9606.ENSP00000333568,9606.ENSP00000368356,9606.ENSP00000393978","10090.ENSMUSP00000002765,10090.ENSMUSP00000083273,10090.ENSMUSP00000113395",7227.FBpp0083010,protein kinase D signaling
3BBYF,9606.ENSP00000263674,10090.ENSMUSP00000102647,7227.FBpp0293548,rho guanine nucleotide exchange factor
3BBYG,9606.ENSP00000337688,10090.ENSMUSP00000029256,7227.FBpp0079522,posttranslational protein targeting to endoplasmic reticulum membrane
3BBYH,9606.ENSP00000378028,10090.ENSMUSP00000126205,,e3 ubiquitin-protein ligase
3BBYI,9606.ENSP00000359292,10090.ENSMUSP00000093758,,protein localization to site of double-strand break
3BBYJ,9606.ENSP00000283109,,7227.FBpp0084191,protein serine/threonine kinase activity
3BBYK,"9606.ENSP00000261839,9606.ENSP00000285039,9606.ENSP00000382177","10090.ENSMUSP00000042229,10090.ENSMUSP00000073790,10090.ENSMUSP00000116028",7227.FBpp0088684,establishment of endoplasmic reticulum localization to postsynapse
3BBYM,9606.ENSP00000350509,10090.ENSMUSP00000019942,"7227.FBpp0077795,7227.FBpp0289502",long-chain fatty acid catabolic process
3BBYP,9606.ENSP00000263985,10090.ENSMUSP00000119949,7227.FBpp0083969,glutaminyl-tRNAGln biosynthesis via transamidation
3BBYQ,9606.ENSP00000277010,10090.ENSMUSP00000056027,,sigma non-opioid intracellular receptor 1
3BBYR,9606.ENSP00000269141,"10090.ENSMUSP00000000314,10090.ENSMUSP00000025166",,cell-cell adhesion mediated by cadherin
3BBYS,9606.ENSP00000387361,"10090.ENSMUSP00000041635,10090.ENSMUSP00000066808","7227.FBpp0080237,7227.FBpp0111762",strawberry notch homolog
3BBYT,9606.ENSP00000347978,10090.ENSMUSP00000027214,7227.FBpp0099904,"nucleotide-excision repair, DNA incision, 3'-to lesion"
3BBYV,9606.ENSP00000325355,"10090.ENSMUSP00000024958,10090.ENSMUSP00000041328",,protein domain specific binding
3BBYW,9606.ENSP00000309430,10090.ENSMUSP00000044871,7227.FBpp0088455,attachment of GPI anchor to protein
3BBYX,9606.ENSP00000334061,10090.ENSMUSP00000111306,7227.FBpp0073826,polyubiquitinated misfolded protein transport
3BBYY,9606.ENSP00000263277,,,Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
3BBYZ,9606.ENSP00000379434,10090.ENSMUSP00000021331,,protein modification by small protein conjugation
3BBZ0,9606.ENSP00000284694,10090.ENSMUSP00000134479,,Centrosomal protein C10orf90 homolog
3BBZ1,9606.ENSP00000295240,10090.ENSMUSP00000074494,,bardet-Biedl syndrome 5
3BBZ2,"9606.ENSP00000262031,9606.ENSP00000294904,9606.ENSP00000373277","10090.ENSMUSP00000028347,10090.ENSMUSP00000089664",7227.FBpp0301014,response to gravity
3BBZ3,9606.ENSP00000454014,,,regulation of short-term neuronal synaptic plasticity
3BBZ4,9606.ENSP00000370968,10090.ENSMUSP00000044827,7227.FBpp0070114,MYB binding protein (P160) 1a
3BBZ5,9606.ENSP00000285420,10090.ENSMUSP00000113553,7227.FBpp0075358,ubiquitin-like protein-specific protease activity
3BBZ6,9606.ENSP00000305442,10090.ENSMUSP00000058990,7227.FBpp0084875,"retrograde vesicle-mediated transport, Golgi to ER"
3BBZ8,"9606.ENSP00000297044,9606.ENSP00000354398,9606.ENSP00000408236","10090.ENSMUSP00000017276,10090.ENSMUSP00000103357,10090.ENSMUSP00000112157",7227.FBpp0304747,Cytohesin
3BBZ9,,10090.ENSMUSP00000108517,7227.FBpp0291968,TMEM164 family
3BBZA,9606.ENSP00000352039,,,negative regulation of interferon-alpha production
3BBZB,9606.ENSP00000278780,10090.ENSMUSP00000044026,,endocardium formation
3BBZE,9606.ENSP00000011473,10090.ENSMUSP00000075990,,Synaptophysin-like
3BBZF,9606.ENSP00000338785,"10090.ENSMUSP00000033923,10090.ENSMUSP00000044491,10090.ENSMUSP00000053232",7227.FBpp0111544,GTPase activator activity
3BBZH,9606.ENSP00000417229,10090.ENSMUSP00000029387,7227.FBpp0078095,translation initiation factor activity
3BBZJ,9606.ENSP00000450980,10090.ENSMUSP00000081013,,thyroxine 5'-deiodinase activity
3BBZK,9606.ENSP00000378145,10090.ENSMUSP00000029624,,calcium channel inhibitor activity
3BBZM,9606.ENSP00000410833,10090.ENSMUSP00000132603,7227.FBpp0086845,"Glucan (1,4-alpha-), branching enzyme 1"
3BBZN,9606.ENSP00000276390,"10090.ENSMUSP00000006431,10090.ENSMUSP00000006435",7227.FBpp0082139,V-type proton ATPase subunit B
3BBZP,"9606.ENSP00000269187,9606.ENSP00000386766","10090.ENSMUSP00000027131,10090.ENSMUSP00000064667",7227.FBpp0076350,positive regulation of protein tyrosine phosphatase activity
3BBZQ,9606.ENSP00000325827,10090.ENSMUSP00000109716,7227.FBpp0301988,protein localization to endoplasmic reticulum exit site
3BBZR,"9606.ENSP00000340445,9606.ENSP00000369907",10090.ENSMUSP00000057993,,cold acclimation
3BBZS,9606.ENSP00000307046,10090.ENSMUSP00000022871,,PDZ domain binding
3BBZT,,10090.ENSMUSP00000033900,,phagosome acidification
3BBZW,9606.ENSP00000337946,10090.ENSMUSP00000044376,7227.FBpp0080739,negative regulation of cell death
3BBZX,9606.ENSP00000483276,10090.ENSMUSP00000101527,7227.FBpp0079250,transmembrane protein 222
3BBZY,9606.ENSP00000314615,10090.ENSMUSP00000029092,7227.FBpp0075713,GTPase activator activity
3BBZZ,9606.ENSP00000266025,10090.ENSMUSP00000010189,7227.FBpp0078897,"retrograde vesicle-mediated transport, Golgi to ER"
3BC00,9606.ENSP00000378416,10090.ENSMUSP00000108143,7227.FBpp0072060,N-succinyltransferase activity
3BC01,9606.ENSP00000271277,10090.ENSMUSP00000076751,7227.FBpp0085925,CTTNBP2 N-terminal like
3BC02,9606.ENSP00000382800,,,runt-related transcription factor 3
3BC03,"9606.ENSP00000369538,9606.ENSP00000394071","10090.ENSMUSP00000015435,10090.ENSMUSP00000062996",7227.FBpp0297299,Rab GDP-dissociation inhibitor activity
3BC04,9606.ENSP00000352603,10090.ENSMUSP00000019662,,Golgi to lysosome transport
3BC05,9606.ENSP00000347195,10090.ENSMUSP00000006701,,activation of store-operated calcium channel activity
3BC06,9606.ENSP00000221494,10090.ENSMUSP00000117160,7227.FBpp0075676,"Splicing factor 3a, subunit 2"
3BC07,9606.ENSP00000360761,"10090.ENSMUSP00000028286,10090.ENSMUSP00000048573",7227.FBpp0073522,Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family
3BC09,9606.ENSP00000381089,10090.ENSMUSP00000078050,,Triose-phosphate Transporter family
3BC0A,"9606.ENSP00000262435,9606.ENSP00000354621","10090.ENSMUSP00000082827,10090.ENSMUSP00000090177",7227.FBpp0305371,engulfment of target by autophagosome
3BC0B,"9606.ENSP00000262126,9606.ENSP00000301030","10090.ENSMUSP00000039035,10090.ENSMUSP00000095938",7227.FBpp0075653,ankyrin repeat
3BC0C,9606.ENSP00000396068,10090.ENSMUSP00000060159,7227.FBpp0290962,ubiquitin-dependent protein catabolic process via the N-end rule pathway
3BC0D,9606.ENSP00000296632,10090.ENSMUSP00000025236,,stAR-related lipid transfer
3BC0F,,10090.ENSMUSP00000099616,,Receptor
3BC0G,"9606.ENSP00000254508,9606.ENSP00000357547","10090.ENSMUSP00000029548,10090.ENSMUSP00000032179",7227.FBpp0085380,Sertoli cell development
3BC0H,9606.ENSP00000365606,10090.ENSMUSP00000068789,,regulation of modification of synaptic structure
3BC0I,9606.ENSP00000353549,10090.ENSMUSP00000047950,7227.FBpp0083769,protein modification by small protein conjugation
3BC0J,9606.ENSP00000300151,10090.ENSMUSP00000128915,7227.FBpp0304831,rRNA binding
3BC0K,9606.ENSP00000476228,10090.ENSMUSP00000071048,,protein-succinyllysine desuccinylase activity
3BC0M,9606.ENSP00000272322,10090.ENSMUSP00000006221,7227.FBpp0079409,Golgi to vacuole transport
3BC0N,"9606.ENSP00000362592,9606.ENSP00000369424","10090.ENSMUSP00000033720,10090.ENSMUSP00000099658",7227.FBpp0082511,histone-binding protein
3BC0P,9606.ENSP00000258774,10090.ENSMUSP00000020683,7227.FBpp0078516,Checkpoint
3BC0Q,"9606.ENSP00000265070,9606.ENSP00000271732","10090.ENSMUSP00000057375,10090.ENSMUSP00000134799",7227.FBpp0100140,phosphatidylinositol-4-phosphate binding
3BC0R,9606.ENSP00000401802,10090.ENSMUSP00000022380,"7227.FBpp0075772,7227.FBpp0293948",Belongs to the AAA ATPase family
3BC0S,9606.ENSP00000304127,,,delayed rectifier potassium channel activity
3BC0T,"9606.ENSP00000000233,9606.ENSP00000256682,9606.ENSP00000306010,9606.ENSP00000440005","10090.ENSMUSP00000020717,10090.ENSMUSP00000050689,10090.ENSMUSP00000079905,10090.ENSMUSP00000102622","7227.FBpp0088256,7227.FBpp0289184",GTP binding
3BC0U,"9606.ENSP00000309570,9606.ENSP00000419923",10090.ENSMUSP00000000080,7227.FBpp0305280,DNA binding
3BC0V,9606.ENSP00000352925,10090.ENSMUSP00000098035,7227.FBpp0085431,histone acetylation
3BC0W,9606.ENSP00000337008,10090.ENSMUSP00000108316,,Zinc finger protein
3BC0X,"9606.ENSP00000319623,9606.ENSP00000373937",10090.ENSMUSP00000076878,7227.FBpp0293586,negative regulation of nervous system development
3BC0Y,,,7227.FBpp0288916,
3BC0Z,9606.ENSP00000254337,10090.ENSMUSP00000038568,7227.FBpp0081737,protein modification by small protein conjugation
3BC10,9606.ENSP00000276692,10090.ENSMUSP00000105783,"7227.FBpp0083501,7227.FBpp0297568",DNA catabolic process
3BC11,9606.ENSP00000354558,10090.ENSMUSP00000099510,7227.FBpp0080003,positive regulation of cholangiocyte proliferation
3BC12,9606.ENSP00000444957,10090.ENSMUSP00000107913,7227.FBpp0083884,Belongs to the adaptor complexes small subunit family
3BC13,,,7227.FBpp0080105,Domain of unknown function (DUF4481)
3BC15,9606.ENSP00000349124,10090.ENSMUSP00000066314,7227.FBpp0071386,"phosphatase 4, regulatory subunit"
3BC16,"9606.ENSP00000380402,9606.ENSP00000385828","10090.ENSMUSP00000043061,10090.ENSMUSP00000055743",,cyanate metabolic process
3BC17,9606.ENSP00000360293,10090.ENSMUSP00000097066,7227.FBpp0297628,stress fiber assembly
3BC18,,,7227.FBpp0073552,Serine-type peptidase activity. It is involved in the biological process described with proteolysis
3BC1B,9606.ENSP00000481103,,,Transcription factor
3BC1C,9606.ENSP00000296498,,7227.FBpp0076253,scavenger receptor activity
3BC1D,9606.ENSP00000308976,,,negative regulation of BMP signaling pathway
3BC1E,"9606.ENSP00000336724,9606.ENSP00000362590","10090.ENSMUSP00000046877,10090.ENSMUSP00000065721",7227.FBpp0083411,14-3-3 protein binding
3BC1F,9606.ENSP00000354686,"10090.ENSMUSP00000091286,10090.ENSMUSP00000103345",,nucleic acid-templated transcription
3BC1G,9606.ENSP00000280155,,7227.FBpp0083092,adrenergic receptor
3BC1H,9606.ENSP00000331201,,7227.FBpp0088692,negative regulation of vascular endothelial growth factor receptor signaling pathway
3BC1I,9606.ENSP00000448323,10090.ENSMUSP00000011302,7227.FBpp0082893,obsolete TFIIIB-type transcription factor activity
3BC1J,9606.ENSP00000355968,,7227.FBpp0072919,negative regulation of zinc ion transmembrane import
3BC1K,9606.ENSP00000475489,10090.ENSMUSP00000031344,,DNA polymerase binding
3BC1M,9606.ENSP00000301396,10090.ENSMUSP00000019065,7227.FBpp0070044,cellular response to estrogen stimulus
3BC1N,9606.ENSP00000462116,10090.ENSMUSP00000114844,7227.FBpp0087681,SAP30 binding protein
3BC1P,,,"7227.FBpp0086545,7227.FBpp0110338",myoblast fusion
3BC1Q,9606.ENSP00000340841,,,Zinc finger protein
3BC1R,"9606.ENSP00000269973,9606.ENSP00000326240","10090.ENSMUSP00000032673,10090.ENSMUSP00000041034",7227.FBpp0075323,DNA binding
3BC1S,9606.ENSP00000258149,10090.ENSMUSP00000020408,,cellular response to vitamin B1
3BC1T,"9606.ENSP00000351206,9606.ENSP00000362711,9606.ENSP00000369465","10090.ENSMUSP00000038615,10090.ENSMUSP00000044936,10090.ENSMUSP00000081285",7227.FBpp0084281,syntaxin binding
3BC1U,9606.ENSP00000385763,10090.ENSMUSP00000030069,,2-alkenal reductase [NAD(P)] activity
3BC1V,9606.ENSP00000244728,,,Thrombospondin N-terminal -like domains.
3BC1W,"9606.ENSP00000331544,9606.ENSP00000384169","10090.ENSMUSP00000048334,10090.ENSMUSP00000054583",7227.FBpp0088211,regulation of transformation of host cell by virus
3BC1X,9606.ENSP00000362650,10090.ENSMUSP00000037194,7227.FBpp0304371,transcription corepressor activity
3BC1Y,,,7227.FBpp0076437,cyclic-GMP-AMP synthase activity
3BC1Z,"9606.ENSP00000264638,9606.ENSP00000297668,9606.ENSP00000354778,9606.ENSP00000479811","10090.ENSMUSP00000035732,10090.ENSMUSP00000083944,10090.ENSMUSP00000110288",7227.FBpp0075730,biological adhesion
3BC20,9606.ENSP00000287078,10090.ENSMUSP00000020284,7227.FBpp0072282,regulation of fatty acid beta-oxidation
3BC21,9606.ENSP00000351475,10090.ENSMUSP00000027493,7227.FBpp0072069,negative regulation of glycogen biosynthetic process
3BC22,9606.ENSP00000323424,10090.ENSMUSP00000059783,,Interferon-stimulated 20 kDa exonuclease-like 2
3BC23,9606.ENSP00000438042,10090.ENSMUSP00000022292,7227.FBpp0076580,ceramide phosphoethanolamine biosynthetic process
3BC24,"9606.ENSP00000351591,9606.ENSP00000370485,9606.ENSP00000392500",10090.ENSMUSP00000053097,"7227.FBpp0290894,7227.FBpp0306055",neurexin family protein binding
3BC25,9606.ENSP00000240922,10090.ENSMUSP00000070140,7227.FBpp0087227,peptidyl-lysine acetyltransferase activity
3BC27,9606.ENSP00000328059,"10090.ENSMUSP00000078984,10090.ENSMUSP00000112820",,e3 ubiquitin-protein ligase
3BC2A,9606.ENSP00000348714,10090.ENSMUSP00000048780,7227.FBpp0290288,E3 ubiquitin protein ligase 1
3BC2C,9606.ENSP00000217133,,,spindle assembly
3BC2D,9606.ENSP00000220562,10090.ENSMUSP00000022550,7227.FBpp0085763,glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity
3BC2E,9606.ENSP00000387007,10090.ENSMUSP00000081889,,inner cell mass cell proliferation
3BC2F,9606.ENSP00000357535,10090.ENSMUSP00000026538,7227.FBpp0086769,Belongs to the enoyl-CoA hydratase isomerase family
3BC2H,,10090.ENSMUSP00000019386,,positive regulation of NF-kappaB transcription factor activity
3BC2I,9606.ENSP00000346886,10090.ENSMUSP00000009120,7227.FBpp0084458,negative regulation of megakaryocyte differentiation
3BC2J,9606.ENSP00000260645,,7227.FBpp0084089,"ATP-binding cassette, subfamily G"
3BC2K,,10090.ENSMUSP00000115512,7227.FBpp0077885,ribosomal protein L15
3BC2M,9606.ENSP00000217402,10090.ENSMUSP00000036206,7227.FBpp0087704,Charged multivesicular body protein
3BC2N,9606.ENSP00000480715,10090.ENSMUSP00000045913,,Short calmodulin-binding motif containing conserved Ile and Gln residues.
3BC2P,9606.ENSP00000326813,10090.ENSMUSP00000055318,7227.FBpp0304189,"ubiquitin-specific protease activity involved in negative regulation of retrograde protein transport, ER to cytosol"
3BC2Q,9606.ENSP00000357633,10090.ENSMUSP00000066621,7227.FBpp0080044,Glutaredoxin 3
3BC2R,9606.ENSP00000356630,10090.ENSMUSP00000040707,7227.FBpp0303343,tube development
3BC2T,9606.ENSP00000343656,10090.ENSMUSP00000105313,,Rap guanine nucleotide exchange factor
3BC2U,9606.ENSP00000319918,10090.ENSMUSP00000034140,7227.FBpp0075349,integrin alpha FG-GAP repeat containing 1
3BC2V,9606.ENSP00000219315,10090.ENSMUSP00000034096,,peptidyl-lysine monomethylation
3BC2W,,,7227.FBpp0302051,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
3BC2X,9606.ENSP00000342075,10090.ENSMUSP00000113676,,
3BC2Y,"9606.ENSP00000338512,9606.ENSP00000388275,9606.ENSP00000413001","10090.ENSMUSP00000022040,10090.ENSMUSP00000103066,10090.ENSMUSP00000110669,10090.ENSMUSP00000129216",7227.FBpp0073644,protein side chain deglutamylation
3BC2Z,"9606.ENSP00000256194,9606.ENSP00000416015","10090.ENSMUSP00000051163,10090.ENSMUSP00000096056",7227.FBpp0297564,NADPH:sulfur oxidoreductase activity
3BC30,"9606.ENSP00000299492,9606.ENSP00000314724","10090.ENSMUSP00000095738,10090.ENSMUSP00000107250",7227.FBpp0075555,neuromuscular junction development
3BC31,,,7227.FBpp0084850,Regulator of chromosome condensation (RCC1) repeat
3BC32,"9606.ENSP00000342481,9606.ENSP00000398076","10090.ENSMUSP00000089394,10090.ENSMUSP00000104805",7227.FBpp0080040,Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
3BC33,"9606.ENSP00000276201,9606.ENSP00000364448","10090.ENSMUSP00000037354,10090.ENSMUSP00000075614",7227.FBpp0072130,regulator of nonsense transcripts
3BC34,,,"7227.FBpp0078356,7227.FBpp0078357,7227.FBpp0078385,7227.FBpp0078386",oxidation-reduction process
3BC35,9606.ENSP00000285243,10090.ENSMUSP00000103448,,ankyrin repeats
3BC38,9606.ENSP00000265334,10090.ENSMUSP00000064315,,dendrite extension
3BC39,,,7227.FBpp0085899,"WD domain, G-beta repeat"
3BC3A,9606.ENSP00000264220,10090.ENSMUSP00000120632,"7227.FBpp0076654,7227.FBpp0081261",Glutamine phosphoribosylpyrophosphate amidotransferase
3BC3B,9606.ENSP00000300289,10090.ENSMUSP00000028683,7227.FBpp0087164,protein disulfide isomerase activity
3BC3C,,10090.ENSMUSP00000065754,,peptide-methionine (S)-S-oxide reductase activity
3BC3E,,10090.ENSMUSP00000098083,,G-protein coupled receptor activity
3BC3F,9606.ENSP00000238738,,,Belongs to the small GTPase superfamily. Rho family
3BC3H,9606.ENSP00000354109,10090.ENSMUSP00000134259,,GTPase activator activity
3BC3I,9606.ENSP00000334437,,,hydrolase activity
3BC3K,9606.ENSP00000357750,10090.ENSMUSP00000019987,,TRAF3 interacting protein 2
3BC3N,9606.ENSP00000362824,10090.ENSMUSP00000045409,7227.FBpp0085420,protein N-acetylglucosaminyltransferase activity
3BC3Q,9606.ENSP00000321987,,,sensory perception of sound
3BC3S,9606.ENSP00000361064,10090.ENSMUSP00000025827,"7227.FBpp0070849,7227.FBpp0075156",bisphosphoglycerate 3-phosphatase activity
3BC3T,9606.ENSP00000333664,10090.ENSMUSP00000042351,,acetate CoA-transferase activity
3BC3U,9606.ENSP00000360296,10090.ENSMUSP00000065719,7227.FBpp0078158,canonical Wnt signaling pathway involved in positive regulation of endothelial cell migration
3BC3V,"9606.ENSP00000278568,9606.ENSP00000314067,9606.ENSP00000353864","10090.ENSMUSP00000023467,10090.ENSMUSP00000033040,10090.ENSMUSP00000108485",7227.FBpp0113099,Rac GTPase binding
3BC3W,9606.ENSP00000481046,10090.ENSMUSP00000028494,"7227.FBpp0074511,7227.FBpp0074530",pyridoxal phosphatase activity
3BC3X,9606.ENSP00000377396,10090.ENSMUSP00000114093,,"family with sequence similarity 198, member B"
3BC3Y,9606.ENSP00000209728,10090.ENSMUSP00000091469,7227.FBpp0076371,DNA replication initiation
3BC40,9606.ENSP00000222823,,,interleukin-8 biosynthetic process
3BC41,9606.ENSP00000221561,10090.ENSMUSP00000002518,,positive regulation of anoikis
3BC42,9606.ENSP00000240651,10090.ENSMUSP00000036394,7227.FBpp0304005,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein
3BC43,"9606.ENSP00000273859,9606.ENSP00000313600,9606.ENSP00000349325",10090.ENSMUSP00000129811,7227.FBpp0088794,phospholipid-translocating ATPase activity
3BC44,9606.ENSP00000280614,10090.ENSMUSP00000023849,7227.FBpp0112131,deadenylation-dependent decapping of nuclear-transcribed mRNA
3BC45,9606.ENSP00000397441,10090.ENSMUSP00000048603,7227.FBpp0087676,intra-Golgi vesicle-mediated transport
3BC46,9606.ENSP00000362690,10090.ENSMUSP00000108504,7227.FBpp0074853,"nuclear receptor subfamily 5, group A, member"
3BC47,"9606.ENSP00000202677,9606.ENSP00000302647","10090.ENSMUSP00000105613,10090.ENSMUSP00000106315",7227.FBpp0290357,GTPase activator activity
3BC48,9606.ENSP00000444201,10090.ENSMUSP00000127973,7227.FBpp0099811,vesicle-mediated cholesterol transport
3BC49,9606.ENSP00000351618,10090.ENSMUSP00000074837,,Par-3 family cell polarity regulator beta
3BC4C,"9606.ENSP00000256389,9606.ENSP00000474385,9606.ENSP00000484862","10090.ENSMUSP00000008582,10090.ENSMUSP00000050727,10090.ENSMUSP00000054292,10090.ENSMUSP00000057794,10090.ENSMUSP00000058256,10090.ENSMUSP00000058858,10090.ENSMUSP00000065783,10090.ENSMUSP00000079032,10090.ENSMUSP00000094420,10090.ENSMUSP00000106041",,metalloendopeptidase activity
3BC4D,9606.ENSP00000448785,10090.ENSMUSP00000065271,,Methyltransferase domain
3BC4E,9606.ENSP00000387356,,,hyaluronic acid binding
3BC4F,9606.ENSP00000248121,,,SH2 domain binding
3BC4G,,10090.ENSMUSP00000057005,,visual learning
3BC4H,9606.ENSP00000017003,,7227.FBpp0072782,xylosyltransferase
3BC4I,9606.ENSP00000359594,10090.ENSMUSP00000054526,,intracellular chloride channel activity
3BC4J,"9606.ENSP00000382976,9606.ENSP00000398516,9606.ENSP00000431962","10090.ENSMUSP00000044038,10090.ENSMUSP00000094892",7227.FBpp0084546,lethal(3)malignant brain tumor-like protein
3BC4K,9606.ENSP00000339017,10090.ENSMUSP00000069962,"7227.FBpp0079654,7227.FBpp0080234",ATP binding
3BC4M,,"10090.ENSMUSP00000015197,10090.ENSMUSP00000100041",,regulation of cell proliferation involved in mesonephros development
3BC4N,9606.ENSP00000418823,10090.ENSMUSP00000068380,,alpha-ketoglutarate-dependent dioxygenase FTO
3BC4P,9606.ENSP00000331879,10090.ENSMUSP00000032715,7227.FBpp0082588,protein-arginine omega-N asymmetric methyltransferase activity
3BC4Q,"9606.ENSP00000209929,9606.ENSP00000254090",,7227.FBpp0085481,"N,N-dimethylaniline monooxygenase activity"
3BC4R,9606.ENSP00000354919,,7227.FBpp0291254,sensory organ morphogenesis
3BC4S,9606.ENSP00000442770,10090.ENSMUSP00000031420,7227.FBpp0081087,GPN-loop GTPase 3
3BC4V,,10090.ENSMUSP00000030660,7227.FBpp0088818,May play a role in vesicular transport from endoplasmic reticulum to Golgi
3BC4W,9606.ENSP00000262460,10090.ENSMUSP00000028948,7227.FBpp0072615,DNA strand elongation involved in nuclear cell cycle DNA replication
3BC4X,9606.ENSP00000266126,10090.ENSMUSP00000004910,7227.FBpp0070457,translation initiation factor activity
3BC4Y,9606.ENSP00000450895,,,serine threonine-protein kinase
3BC4Z,9606.ENSP00000341170,,,rod bipolar cell differentiation
3BC51,"9606.ENSP00000359052,9606.ENSP00000362187","10090.ENSMUSP00000044731,10090.ENSMUSP00000131904",7227.FBpp0081012,N-terminal C2 in EEIG1 and EHBP1 proteins
3BC52,9606.ENSP00000378265,10090.ENSMUSP00000077644,"7227.FBpp0079002,7227.FBpp0301109",Mitochondrial sodium hydrogen exchanger
3BC53,9606.ENSP00000349205,10090.ENSMUSP00000067400,7227.FBpp0081466,regulatory subunit 4
3BC54,9606.ENSP00000265440,,,cellular response to heat
3BC55,9606.ENSP00000358515,10090.ENSMUSP00000102541,,"Solute carrier family 22, member"
3BC56,9606.ENSP00000363205,10090.ENSMUSP00000029147,"7227.FBpp0079874,7227.FBpp0302821",cysteine desulfurase activity
3BC58,9606.ENSP00000410007,10090.ENSMUSP00000055692,,F-box-like
3BC59,,,7227.FBpp0079044,ubiquitin conjugating enzyme activity
3BC5A,9606.ENSP00000300954,10090.ENSMUSP00000020340,,proprotein convertase subtilisin kexin type 4
3BC5D,9606.ENSP00000361800,10090.ENSMUSP00000109340,,dynein heavy chain binding
3BC5E,9606.ENSP00000265734,"10090.ENSMUSP00000006911,10090.ENSMUSP00000126024",,cyclin-dependent protein serine/threonine kinase activity
