id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation
3BBBG,,,7227.FBpp0077507,response to amino acid starvation
3BBBH,,,7227.FBpp0081741,formate-tetrahydrofolate ligase activity
3BBBI,9606.ENSP00000368237,,,atlastin GTPase
3BBBK,,,7227.FBpp0072876,Lin-9 DREAM MuvB core complex component
3BBBN,9606.ENSP00000264938,,,sodium:proton antiporter activity
3BBBR,9606.ENSP00000361120,,,Ral guanyl-nucleotide exchange factor activity
3BBBS,9606.ENSP00000377369,,,Leucine Rich repeat
3BBBU,9606.ENSP00000304376,,,process utilizing autophagic mechanism
3BBBY,9606.ENSP00000273814,,,diacylglycerol kinase activity
3BBC2,9606.ENSP00000270583,,,Kelch motif
3BBCA,9606.ENSP00000265340,,,branchiomeric skeletal muscle development
3BBCI,9606.ENSP00000478212,,,protein kinase A regulatory subunit binding
3BBCM,9606.ENSP00000261427,,7227.FBpp0076124,Belongs to the ubiquitin-conjugating enzyme family
3BBCR,9606.ENSP00000308741,,,response to redox state
3BBCU,9606.ENSP00000299821,,,chromosome condensation
3BBCV,,,7227.FBpp0083800,DNA polymerase epsilon catalytic subunit
3BBCW,9606.ENSP00000376583,,,cell-cell adhesion involved in gastrulation
3BBD1,,,7227.FBpp0083082,"Solute carrier family 4 (anion exchanger), member 1, adaptor protein"
3BBD9,"9606.ENSP00000332118,9606.ENSP00000350896",,,ephrin receptor activity
3BBDG,9606.ENSP00000262294,,,tripartite motif containing 37
3BBDH,9606.ENSP00000268613,,,adiponectin binding
3BBDJ,9606.ENSP00000357218,,,"Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX"
3BBDK,9606.ENSP00000332576,,,positive regulation of growth of symbiont in host
3BBDM,9606.ENSP00000346997,,,histone H3-K9 dimethylation
3BBDP,,,7227.FBpp0290907,response to drug
3BBDS,"9606.ENSP00000346112,9606.ENSP00000387694,9606.ENSP00000395983",,,Solute carrier family 12
3BBDU,9606.ENSP00000290216,,,dipeptidase activity
3BBE0,9606.ENSP00000375080,,,serine threonine-protein phosphatase 2A regulatory subunit B'' subunit
3BBE4,9606.ENSP00000269051,,"7227.FBpp0072596,7227.FBpp0305409",serine-type endopeptidase activity
3BBE5,"9606.ENSP00000238647,9606.ENSP00000307265",,,interferon regulatory factor
3BBE7,,,7227.FBpp0076653,metanephric macula densa development
3BBEB,9606.ENSP00000440945,,,Protein kinase C and casein kinase substrate in neurons
3BBEC,9606.ENSP00000471735,,7227.FBpp0079789,metallopeptidase activity
3BBEE,9606.ENSP00000339030,,,activation of NF-kappaB-inducing kinase activity
3BBEF,,,"7227.FBpp0084615,7227.FBpp0303733",nucleosome assembly
3BBEI,,,7227.FBpp0080016,phosphatidylinositol binding
3BBEK,9606.ENSP00000364277,,,Rho guanyl-nucleotide exchange factor activity
3BBER,9606.ENSP00000361285,,,CTP salvage
3BBEV,9606.ENSP00000356846,,,piRNA metabolic process
3BBEX,,,"7227.FBpp0082879,7227.FBpp0082880",aspartic-type endopeptidase activity
3BBEZ,9606.ENSP00000360944,,,regulation of centriole replication
3BBF2,9606.ENSP00000376475,,,cAMP-dependent protein kinase regulator activity
3BBF3,9606.ENSP00000385689,,,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
3BBF4,9606.ENSP00000391676,,,tyrosine phosphorylation of STAT protein
3BBFC,,,7227.FBpp0082803,mitochondrial proton-transporting ATP synthase complex assembly
3BBFF,9606.ENSP00000266556,,,negative regulation of antigen processing and presentation of peptide antigen via MHC class I
3BBFG,9606.ENSP00000299736,,,pericentric heterochromatin assembly
3BBFI,,,7227.FBpp0301729,ribulose-phosphate 3-epimerase activity
3BBFJ,,,"7227.FBpp0082594,7227.FBpp0085523,7227.FBpp0088112,7227.FBpp0289586,7227.FBpp0290084,7227.FBpp0305543",serine-type endopeptidase inhibitor activity
3BBFT,,,"7227.FBpp0088249,7227.FBpp0099810",regulation of glutamatergic neuron differentiation
3BBFU,9606.ENSP00000301178,,,neutrophil clearance
3BBFX,,,7227.FBpp0070864,transcription corepressor binding
3BBG5,9606.ENSP00000450731,,,vesicle fusion with Golgi apparatus
3BBGA,"9606.ENSP00000340243,9606.ENSP00000342962",,,serine transport
3BBGB,,,7227.FBpp0083632,peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
3BBGC,9606.ENSP00000359070,,,negative regulation of Rac protein signal transduction
3BBGG,,,7227.FBpp0089163,mRNA cleavage
3BBGM,9606.ENSP00000377043,,7227.FBpp0290053,positive regulation of cilium movement
3BBGP,"9606.ENSP00000350052,9606.ENSP00000387176,9606.ENSP00000392718",,"7227.FBpp0078131,7227.FBpp0082253",ATP binding
3BBGQ,9606.ENSP00000454926,,,protein C16orf52 homolog
3BBGT,"9606.ENSP00000297814,9606.ENSP00000377934",,,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
3BBGW,,,7227.FBpp0079978,magnesium ion transmembrane transporter activity
3BBGX,9606.ENSP00000346484,,,negative regulation of non-motile cilium assembly
3BBH1,9606.ENSP00000406490,,,PMS1 postmeiotic segregation increased 1 (S. cerevisiae)
3BBH2,9606.ENSP00000363123,,,AT-hook DNA-binding motif-containing protein 1
3BBHA,9606.ENSP00000265007,,,SRY (sex determining region Y)-box 30
3BBHH,,,7227.FBpp0081703,glycine dehydrogenase (decarboxylating) activity
3BBHI,,,7227.FBpp0088237,Forkhead box
3BBHJ,9606.ENSP00000326693,,,coenzyme A transmembrane transporter activity
3BBHM,9606.ENSP00000367631,,,Ankyrin repeat
3BBHN,9606.ENSP00000239223,,,protein tyrosine/threonine phosphatase activity
3BBHP,,,7227.FBpp0099902,signal release from synapse
3BBHS,,,7227.FBpp0070426,lipid droplet organization
3BBHU,,,7227.FBpp0070503,vestibular receptor cell development
3BBHV,9606.ENSP00000307260,,,cellular response to glucose starvation
3BBHX,,,7227.FBpp0083022,SMAD binding
3BBI1,9606.ENSP00000260128,,,esophagus smooth muscle contraction
3BBI4,9606.ENSP00000373301,,,SH3 domain-binding protein 5
3BBII,"9606.ENSP00000386881,9606.ENSP00000428280",,,plasma membrane repair
3BBIM,9606.ENSP00000441032,,7227.FBpp0071601,Domain of unknown function (DUF4782)
3BBJ3,9606.ENSP00000382518,,,GTP binding
3BBJ5,9606.ENSP00000405012,,,WD repeat-containing protein
3BBJ6,,,"7227.FBpp0074812,7227.FBpp0082033",starch binding. It is involved in the biological process described with lipid metabolic process
3BBJE,9606.ENSP00000375919,,,translation repressor activity
3BBJG,9606.ENSP00000407586,,,rat sarcoma viral oncogene homolog
3BBJH,"9606.ENSP00000321309,9606.ENSP00000370420,9606.ENSP00000370447,9606.ENSP00000370479",,,spermidine spermine
3BBJJ,"9606.ENSP00000358617,9606.ENSP00000403042",,7227.FBpp0085459,regulation of nucleic acid-templated transcription
3BBJK,9606.ENSP00000381234,,,Belongs to the cysteine synthase cystathionine beta- synthase family
3BBJM,9606.ENSP00000417273,,,NCK adaptor protein
3BBJQ,9606.ENSP00000359859,,,magnesium ion binding
3BBJU,9606.ENSP00000349142,,,ATP synthase
3BBJW,9606.ENSP00000355966,,,negative regulation of centriole-centriole cohesion
3BBK0,9606.ENSP00000423276,,,Zinc finger CCHC
3BBK1,,,7227.FBpp0074348,intra-Golgi vesicle-mediated transport
3BBK2,9606.ENSP00000251287,,,Potassium sodium hyperpolarization-activated cyclic nucleotide-gated channel
3BBK4,9606.ENSP00000387822,,,acetylation-dependent protein binding
3BBK5,9606.ENSP00000415078,,7227.FBpp0076997,negative regulation of type I interferon-mediated signaling pathway
3BBK6,9606.ENSP00000264157,,,positive regulation of phosphorylation of RNA polymerase II C-terminal domain
3BBK7,9606.ENSP00000243878,,,Calmodulin-binding
3BBK8,9606.ENSP00000342169,,,Testis expressed 9
3BBKF,,,7227.FBpp0077718,establishment of anatomical structure orientation
3BBKI,,,"7227.FBpp0076503,7227.FBpp0086113",determination of adult lifespan
3BBKJ,9606.ENSP00000418695,,,26s proteasome non-ATPase regulatory subunit
3BBKS,9606.ENSP00000175091,,,Golgi 4-transmembrane spanning transporter
3BBKT,9606.ENSP00000298032,,,Ethylene-responsive protein kinase Le-CTR1
3BBKX,9606.ENSP00000349168,,,heterogeneous nuclear ribonucleoprotein
3BBKY,"9606.ENSP00000262940,9606.ENSP00000440982,9606.ENSP00000450244",,,negative regulation of Ras protein signal transduction
3BBKZ,9606.ENSP00000434887,,,threonine synthase-like 1
3BBM7,9606.ENSP00000362946,,7227.FBpp0080200,Golgi to endosome transport
3BBMB,,,7227.FBpp0301570,eukaryotic translation initiation factor
3BBMD,9606.ENSP00000306528,,"7227.FBpp0074548,7227.FBpp0087318",Lys63-specific deubiquitinase activity
3BBME,9606.ENSP00000353249,,,cytosolic carboxypeptidase-like protein 5
3BBMF,,,7227.FBpp0291831,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
3BBMH,,,7227.FBpp0292214,Protocadherin-15
3BBMJ,,,"7227.FBpp0071468,7227.FBpp0086296",Trehalase
3BBMN,9606.ENSP00000358635,,7227.FBpp0083366,heterogeneous nuclear ribonucleoprotein
3BBMQ,9606.ENSP00000360966,,,"Solute carrier family 2 (facilitated glucose transporter), member 6"
3BBMT,9606.ENSP00000293599,,,pancreatic juice secretion
3BBN0,9606.ENSP00000406220,,"7227.FBpp0074848,7227.FBpp0290402",Solute carrier family 13
3BBN1,9606.ENSP00000311221,,,intrinsic apoptotic signaling pathway by p53 class mediator
3BBN2,,,7227.FBpp0076143,Domain of unknown function (DUF3342)
3BBN5,,,7227.FBpp0078166,thioredoxin-disulfide reductase activity
3BBN6,9606.ENSP00000457408,,,
3BBN7,,,7227.FBpp0099868,nucleic acid binding
3BBNB,9606.ENSP00000289753,,,"negative regulation of acetylcholine secretion, neurotransmission"
3BBNC,,,7227.FBpp0071571,receptor
3BBNI,9606.ENSP00000381498,,,Fibroblast growth factor receptor-like
3BBNN,9606.ENSP00000272164,,,establishment of planar polarity involved in nephron morphogenesis
3BBNR,,,7227.FBpp0080693,PH domain and leucine rich repeat protein phosphatase
3BBNU,9606.ENSP00000406209,,7227.FBpp0089151,isoform X1
3BBNZ,,,7227.FBpp0087481,SPOUT domain containing methyltransferase 1
3BBP0,,,"7227.FBpp0080908,7227.FBpp0086785,7227.FBpp0111675",serine-type endopeptidase activity
3BBP2,9606.ENSP00000265990,,,ATP binding
3BBP3,9606.ENSP00000411409,,,rescue of stalled ribosome
3BBP8,9606.ENSP00000260187,,,thiol-dependent ubiquitin-specific protease activity
3BBPB,"9606.ENSP00000290438,9606.ENSP00000300576,9606.ENSP00000391085,9606.ENSP00000408132,9606.ENSP00000454322,9606.ENSP00000455298,9606.ENSP00000458130",,,importin-alpha family protein binding
3BBPC,9606.ENSP00000380903,,"7227.FBpp0071834,7227.FBpp0077587",negative regulation of negative chemotaxis
3BBPM,9606.ENSP00000305664,,,TraB family
3BBPR,"9606.ENSP00000216181,9606.ENSP00000379616",,,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
3BBPS,,,7227.FBpp0099564,"dopamine neurotransmitter receptor activity, coupled via Gi/Go"
3BBPV,9606.ENSP00000345848,,,"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member"
3BBPX,9606.ENSP00000337358,,,glycerophospholipid biosynthetic process
3BBPY,9606.ENSP00000417569,,,stromal interaction molecule
3BBQ1,9606.ENSP00000394484,,"7227.FBpp0083816,7227.FBpp0110466",serine threonine-protein kinase
3BBQ2,9606.ENSP00000369131,,,negative regulation of histone H3-K27 acetylation
3BBQ5,9606.ENSP00000354649,,,protein N-linked glycosylation via asparagine
3BBQB,,,7227.FBpp0081276,beta-ureidopropionase activity
3BBQE,,,7227.FBpp0079306,regulation of cellular senescence
3BBQG,9606.ENSP00000462333,,7227.FBpp0074205,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
3BBQP,9606.ENSP00000261739,,,GPCR-chaperone
3BBQS,9606.ENSP00000314029,,,protein desumoylation
3BBQU,,,7227.FBpp0085262,nucleic acid binding
3BBR3,9606.ENSP00000373472,,,negative regulation of cellular response to hepatocyte growth factor stimulus
3BBR4,9606.ENSP00000470652,,,Solute carrier family 35 member E1
3BBR5,,,7227.FBpp0075072,Importin 4
3BBRF,9606.ENSP00000381717,,,protein K48-linked ubiquitination
3BBRG,9606.ENSP00000468032,,,regulation of neuron death
3BBRN,,,7227.FBpp0302810,calcium ion transmembrane transport
3BBRQ,9606.ENSP00000239374,,,coiled-coil domain-containing protein 170
3BBRT,9606.ENSP00000258214,,,motor activity
3BBRV,,,"7227.FBpp0079102,7227.FBpp0291680",neurotransmitter:sodium symporter activity
3BBS3,,,7227.FBpp0076918,regulation of protein ADP-ribosylation
3BBS4,,,7227.FBpp0289915,initiation of neural tube closure
3BBS5,,,7227.FBpp0291500,termination of RNA polymerase II transcription
3BBSA,9606.ENSP00000369217,,7227.FBpp0076010,Ariadne RBR E3 ubiquitin protein ligase 1
3BBSD,,,"7227.FBpp0071804,7227.FBpp0083296,7227.FBpp0086261",transmembrane transport
3BBSG,9606.ENSP00000466799,,,estrogen binding
3BBSI,9606.ENSP00000221496,,,Mullerian duct regression
3BBSK,,,"7227.FBpp0080778,7227.FBpp0304798","CRAL/TRIO, N-terminal domain"
3BBSM,9606.ENSP00000317955,,,viral RNA genome replication
3BBSQ,"9606.ENSP00000309945,9606.ENSP00000333292",,,sphingolipid transporter activity
3BBT2,9606.ENSP00000362962,,,cell division
3BBT5,9606.ENSP00000274289,,,protein serine/threonine kinase activity
3BBT7,9606.ENSP00000185150,,,ubiquitin-dependent ERAD pathway
3BBT9,,,7227.FBpp0072263,"Serine threonine-protein phosphatase Pgam5, mitochondrial"
3BBTG,9606.ENSP00000375942,,7227.FBpp0071596,TATA box binding protein
3BBTH,9606.ENSP00000482907,,7227.FBpp0288801,5-diphosphoinositol pentakisphosphate 3-kinase activity
3BBTS,9606.ENSP00000351605,,,Wnt-activated receptor activity
3BBTU,,,7227.FBpp0298329,canonical Wnt signaling pathway involved in negative regulation of apoptotic process
3BBTV,9606.ENSP00000466542,,,negative regulation of canonical Wnt signaling pathway
3BBTY,9606.ENSP00000365895,,,6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate
3BBU1,9606.ENSP00000347872,,,Synaptic vesicle membrane protein VAT-1 homolog
3BBU6,,,7227.FBpp0290128,Ndr family
3BBU9,9606.ENSP00000309794,,7227.FBpp0079633,regulation of vesicle fusion
3BBUC,9606.ENSP00000261700,,,"tRNA splicing, via endonucleolytic cleavage and ligation"
3BBUE,,,7227.FBpp0090954,CRAL/TRIO domain
3BBUH,9606.ENSP00000360664,,,embryo development ending in birth or egg hatching
3BBUN,9606.ENSP00000416515,,7227.FBpp0087272,NADPH-adrenodoxin reductase activity
3BBV4,,,7227.FBpp0305077,negative regulation of inclusion body assembly
3BBV5,9606.ENSP00000454852,,,snRNA import into nucleus
3BBV7,9606.ENSP00000392828,,7227.FBpp0084559,Modulator
3BBVC,9606.ENSP00000359665,,,Phosphatidylinositol 4-kinase type
3BBVD,9606.ENSP00000398523,,,xenophagy
3BBVF,9606.ENSP00000359333,,,"N-term cysteine-rich ER, FAM69"
3BBVG,,,7227.FBpp0084831,mitotic spindle assembly checkpoint
3BBVH,9606.ENSP00000413929,,,transcription corepressor activity
3BBVJ,,,7227.FBpp0073828,RNA secondary structure unwinding
3BBVR,9606.ENSP00000370697,,,G-protein coupled purinergic nucleotide receptor activity
3BBVV,9606.ENSP00000376368,,,Wiskott-Aldrich syndrome protein family member
3BBVW,,,7227.FBpp0077445,"SCA7, zinc-binding domain"
3BBVX,9606.ENSP00000192314,,,galactosylceramide sulfotransferase activity
3BBVY,9606.ENSP00000318944,,,E3 ubiquitin-protein ligase TRAF7
3BBW2,,,7227.FBpp0083898,glutamate-tRNA ligase activity
3BBW6,9606.ENSP00000176183,,,"dopamine neurotransmitter receptor activity, coupled via Gi/Go"
3BBWJ,,,7227.FBpp0072227,protein kinase activity
3BBWK,9606.ENSP00000347170,,,negative regulation of nuclease activity
3BBWS,9606.ENSP00000227155,,,CD82 antigen
3BBWW,9606.ENSP00000311447,,,aspartate beta-hydroxylase domain containing 1
3BBX1,,,7227.FBpp0083514,DNA polymerase
3BBX4,9606.ENSP00000258955,,,coproporphyrinogen oxidase activity
3BBXA,,,"7227.FBpp0076502,7227.FBpp0289513","Microtubule-associated protein, RP EB family, member"
3BBXG,9606.ENSP00000376808,,,Belongs to the cullin family
3BBXI,9606.ENSP00000428324,,,negative regulation of lymphangiogenesis
3BBXK,,,7227.FBpp0298351,"Arrestin (or S-antigen), C-terminal domain"
3BBXP,9606.ENSP00000296658,,,hydrolase activity
3BBXR,9606.ENSP00000226760,,,negative regulation of ATF6-mediated unfolded protein response
3BBXU,,,7227.FBpp0301208,Component of the post-replicative DNA mismatch repair system (MMR)
3BBY0,9606.ENSP00000386181,,,intraciliary transport
3BBY2,9606.ENSP00000253083,,,Huntingtin interacting protein 1
3BBY5,"9606.ENSP00000261405,9606.ENSP00000436812",,,Von Willebrand factor
3BBY6,9606.ENSP00000247706,,,hydrolase activity
3BBY8,,,7227.FBpp0084818,meiotic chromosome condensation
3BBYB,,,7227.FBpp0087085,transcription by RNA polymerase III
3BBYD,"9606.ENSP00000368356,9606.ENSP00000393978",,7227.FBpp0083010,protein kinase D signaling
3BBYE,9606.ENSP00000279206,,,nudix (nucleoside diphosphate linked moiety X)-type motif 22
3BBYF,9606.ENSP00000263674,,,rho guanine nucleotide exchange factor
3BBYG,9606.ENSP00000337688,,,posttranslational protein targeting to endoplasmic reticulum membrane
3BBYJ,,,7227.FBpp0084191,protein serine/threonine kinase activity
3BBYK,,,7227.FBpp0088684,establishment of endoplasmic reticulum localization to postsynapse
3BBYR,9606.ENSP00000484928,,,cell-cell adhesion mediated by cadherin
3BBYS,9606.ENSP00000387361,,,strawberry notch homolog
3BBYT,,,7227.FBpp0099904,"nucleotide-excision repair, DNA incision, 3'-to lesion"
3BBYV,"9606.ENSP00000325355,9606.ENSP00000345436",,,protein domain specific binding
3BBYX,9606.ENSP00000216271,,,polyubiquitinated misfolded protein transport
3BBYY,9606.ENSP00000263277,,,Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
3BBZ2,9606.ENSP00000373277,,,response to gravity
3BBZ4,9606.ENSP00000370968,,,MYB binding protein (P160) 1a
3BBZ9,,,7227.FBpp0291968,TMEM164 family
3BBZE,9606.ENSP00000011473,,,Synaptophysin-like
3BBZF,,,7227.FBpp0111544,GTPase activator activity
3BBZH,9606.ENSP00000417229,,7227.FBpp0078095,translation initiation factor activity
3BBZJ,9606.ENSP00000450980,,,thyroxine 5'-deiodinase activity
3BBZN,9606.ENSP00000276390,,,V-type proton ATPase subunit B
3BBZP,9606.ENSP00000386766,,,positive regulation of protein tyrosine phosphatase activity
3BBZW,,,7227.FBpp0080739,negative regulation of cell death
3BBZY,9606.ENSP00000314615,,,GTPase activator activity
3BC06,,,7227.FBpp0075676,"Splicing factor 3a, subunit 2"
3BC0B,9606.ENSP00000262126,,,ankyrin repeat
3BC0C,9606.ENSP00000396068,,,ubiquitin-dependent protein catabolic process via the N-end rule pathway
3BC0N,9606.ENSP00000362592,,7227.FBpp0082511,histone-binding protein
3BC0T,9606.ENSP00000306010,,,GTP binding
3BC0X,9606.ENSP00000373937,,,negative regulation of nervous system development
3BC12,9606.ENSP00000444957,,,Belongs to the adaptor complexes small subunit family
3BC1E,,,7227.FBpp0083411,14-3-3 protein binding
3BC1F,9606.ENSP00000232974,,,nucleic acid-templated transcription
3BC1G,"9606.ENSP00000386069,9606.ENSP00000480573",,,adrenergic receptor
3BC1I,9606.ENSP00000448323,,,obsolete TFIIIB-type transcription factor activity
3BC1K,9606.ENSP00000475489,,,DNA polymerase binding
3BC1M,9606.ENSP00000301396,,,cellular response to estrogen stimulus
3BC1P,,,"7227.FBpp0086545,7227.FBpp0110338",myoblast fusion
3BC1R,9606.ENSP00000326240,,,DNA binding
3BC1T,9606.ENSP00000351206,,,syntaxin binding
3BC1W,9606.ENSP00000331544,,,regulation of transformation of host cell by virus
3BC1Y,,,7227.FBpp0076437,cyclic-GMP-AMP synthase activity
3BC24,9606.ENSP00000305288,,,neurexin family protein binding
3BC26,9606.ENSP00000466989,,,biological adhesion
3BC2A,,,7227.FBpp0290288,E3 ubiquitin protein ligase 1
3BC2Y,"9606.ENSP00000388275,9606.ENSP00000435582",,,protein side chain deglutamylation
3BC34,,,"7227.FBpp0078356,7227.FBpp0078357,7227.FBpp0078386",oxidation-reduction process
3BC3V,9606.ENSP00000353864,,,Rac GTPase binding
3BC42,,,7227.FBpp0304005,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein
3BC45,9606.ENSP00000397441,,,intra-Golgi vesicle-mediated transport
3BC46,9606.ENSP00000362690,,,"nuclear receptor subfamily 5, group A, member"
3BC48,9606.ENSP00000444201,,,vesicle-mediated cholesterol transport
3BC4C,"9606.ENSP00000256389,9606.ENSP00000484862",,,metalloendopeptidase activity
3BC4D,9606.ENSP00000448785,,,Methyltransferase domain
3BC4E,9606.ENSP00000387356,,,hyaluronic acid binding
3BC4Q,,,7227.FBpp0085481,"N,N-dimethylaniline monooxygenase activity"
3BC4V,,,7227.FBpp0088818,May play a role in vesicular transport from endoplasmic reticulum to Golgi
3BC4Z,9606.ENSP00000341170,,,rod bipolar cell differentiation
3BC51,9606.ENSP00000362187,,,N-terminal C2 in EEIG1 and EHBP1 proteins
3BC52,,,"7227.FBpp0079002,7227.FBpp0301109",Mitochondrial sodium hydrogen exchanger
3BC5D,9606.ENSP00000361800,,,dynein heavy chain binding
3BC5I,9606.ENSP00000239461,,,Paired mesoderm homeobox protein 1
3BC5P,9606.ENSP00000263207,,,cell-cell adhesion
3BC5U,9606.ENSP00000257600,,,Notch signaling pathway
3BC5X,9606.ENSP00000365811,,,spermatid differentiation
3BC5Z,,,7227.FBpp0082541,positive regulation of neurotrophin TRK receptor signaling pathway
3BC60,9606.ENSP00000411124,,,Golgi organization
3BC62,,,7227.FBpp0082435,cilium organization
3BC65,9606.ENSP00000318165,,,protein retention in ER lumen
3BC69,,,7227.FBpp0083452,Meningioma expressed antigen 5 (hyaluronidase)
3BC6A,9606.ENSP00000334319,,,profilin binding
3BC6D,"9606.ENSP00000222271,9606.ENSP00000339730",,7227.FBpp0078941,heparin binding
3BC6E,,,7227.FBpp0073098,Ribosome biogenesis protein BRX1 homolog
3BC6F,9606.ENSP00000352608,,,Ryanodine Receptor
3BC6M,9606.ENSP00000377112,,,potassium:chloride symporter activity
3BC6P,9606.ENSP00000223357,,,serine-type carboxypeptidase activity
3BC6T,9606.ENSP00000251968,,7227.FBpp0075088,positive regulation of ubiquitin-dependent endocytosis
3BC74,9606.ENSP00000229195,,,RNA polymerase II transcription corepressor binding
3BC78,9606.ENSP00000301146,,,monooxygenase activity
3BC7C,9606.ENSP00000196371,,,3-oxoacid CoA-transferase activity
3BC7E,,,7227.FBpp0304247,carboxylic ester hydrolase activity
3BC7M,9606.ENSP00000376333,,7227.FBpp0297544,giant larvae
3BC7N,9606.ENSP00000477613,,,inhibition of cysteine-type endopeptidase activity involved in apoptotic process
3BC7R,9606.ENSP00000364860,,7227.FBpp0079568,neurotrophin receptor activity
3BC7W,9606.ENSP00000432886,,,"region (RNP1, RRM) containing 3"
3BC7Z,9606.ENSP00000415027,,,Domain of unknown function (DUF4795)
3BC80,9606.ENSP00000353458,,7227.FBpp0085204,chromatin remodeling
3BC82,9606.ENSP00000414982,,,microtubule motor activity
3BC86,"9606.ENSP00000266970,9606.ENSP00000400088",,,positive regulation of DNA-dependent DNA replication initiation
3BC87,9606.ENSP00000261177,,,CD151 molecule (Raph blood group)
3BC88,9606.ENSP00000366886,,,chromosome passenger complex localization to spindle midzone
3BC89,9606.ENSP00000346693,,,"Catalyzes the first and rate-limiting reaction of the four that constitute the long-chain fatty acids elongation cycle. This endoplasmic reticulum-bound enzymatic process, allows the addition of 2 carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. Acts specifically toward polyunsaturated acyl-CoA with the higher activity toward C20 4(n- 6) acyl-CoA. Condensing enzyme that catalyzes the synthesis of polyunsaturated very long chain fatty acid (C20- and C22-PUFA). May participate to the production of polyunsaturated VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators"
3BC8A,9606.ENSP00000340519,,,Leucine-rich repeat-containing protein
3BC8E,9606.ENSP00000360488,,,Folate-sensitive fragile site protein Fra10Ac1
3BC8F,,,7227.FBpp0077901,post-embryonic retina morphogenesis in camera-type eye
3BC8I,,,7227.FBpp0076417,mediator of RNA polymerase II transcription subunit
3BC8K,9606.ENSP00000342098,,,"serine peptidase inhibitor, Kunitz type 1"
3BC8S,9606.ENSP00000265421,,,"polymerase (DNA directed), beta"
3BC8U,9606.ENSP00000265593,,,chloride channel
3BC8Y,9606.ENSP00000225519,,,sedoheptulokinase activity
3BC95,,,7227.FBpp0297991,histone deacetylation
3BC96,9606.ENSP00000356518,,,positive regulation of chromosome organization
3BC97,9606.ENSP00000335636,,"7227.FBpp0080033,7227.FBpp0080059",N-terminal peptidyl-methionine acetylation
3BC9E,9606.ENSP00000428417,,,positive regulation of inhibitory postsynaptic potential
3BC9I,,,7227.FBpp0075982,"nucleotide-excision repair, DNA duplex unwinding"
3BC9N,9606.ENSP00000348380,,,monooxygenase activity
3BC9Q,9606.ENSP00000247226,,,Rho guanyl-nucleotide exchange factor activity
3BC9R,,,7227.FBpp0072388,polyuridylation-dependent mRNA catabolic process
3BC9V,9606.ENSP00000307423,,,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity"
3BC9Y,,,7227.FBpp0082573,N-acetyl-D-glucosamine kinase
3BCA1,9606.ENSP00000406933,,,5'-nucleotidase
3BCA3,9606.ENSP00000480313,,,positive regulation of isoprenoid metabolic process
3BCAB,,,7227.FBpp0293442,negative regulation of protein autoubiquitination
3BCAI,9606.ENSP00000386229,,,zygote asymmetric cell division
3BCAK,9606.ENSP00000285667,,,ATP binding
3BCAM,9606.ENSP00000376807,,,dipeptidase activity
3BCAN,,,7227.FBpp0304202,Eukaryotic peptide chain release factor subunit
3BCAQ,,,7227.FBpp0078483,Geranylgeranyl transferase type-2 subunit alpha
3BCAR,,,7227.FBpp0292877,triglyceride mobilization
3BCAU,9606.ENSP00000332288,,,zinc ion binding
3BCB2,9606.ENSP00000374490,,7227.FBpp0271744,"ATP-dependent microtubule motor activity, minus-end-directed"
3BCB3,9606.ENSP00000324827,,,anchor protein 17A
3BCB5,9606.ENSP00000380256,,,re-entry into mitotic cell cycle
3BCB9,,,7227.FBpp0084115,chromatin remodeling
3BCBC,,,"7227.FBpp0072954,7227.FBpp0087803",positive regulation of triglyceride biosynthetic process
3BCBP,,,7227.FBpp0076003,RNA secondary structure unwinding
3BCBQ,"9606.ENSP00000327054,9606.ENSP00000357283",,7227.FBpp0305369,structural molecule activity
3BCBU,,,7227.FBpp0083264,unfolded protein binding
3BCBX,9606.ENSP00000320043,,,palmitoyl-(protein) hydrolase activity
3BCC0,,,7227.FBpp0111549,family member
3BCC4,9606.ENSP00000418748,,,regulation of RNA splicing
3BCC6,9606.ENSP00000287461,,,skeletal muscle cell differentiation
3BCCA,9606.ENSP00000310547,,7227.FBpp0075892,protein serine/threonine kinase activity
3BCCB,"9606.ENSP00000353010,9606.ENSP00000366475",,,Autophagy-related protein 2 homolog
